id,canonical_name,category_id,subcategory,keywords,primary_unit,unit_weight_grams,unit_volume_ml,density_g_per_ml,calories_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,shelf_life_days_pantry,shelf_life_days_fridge,shelf_life_days_freezer,origin_country,can_conserve_bocal,can_lactofermentation,can_sechage,can_congelation,can_confiture,can_vinaigre,can_huile,process_params,created_at,updated_at,structured_seasons,category_parent,category_child
654,sorgho,5,cereales_completes,"[""sorgho"",""sorghum"",""céréale""]",g,1.00,,0.8000,329.0,10.60,68.00,3.50,6.70,2.50,2.00,730,365,730,"[""NG"",""IN"",""MX"",""SD""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
655,épeautre,5,cereales_completes,"[""épeautre"",""spelt"",""céréale""]",g,1.00,,0.7800,338.0,14.60,70.00,2.40,10.70,2.70,8.00,730,365,730,"[""DE"",""CH"",""AT"",""FR""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
656,triticale,5,cereales_completes,"[""triticale"",""céréale hybride""]",g,1.00,,0.7900,336.0,13.10,72.00,2.10,14.60,1.00,4.00,730,365,730,"[""PL"",""DE"",""FR"",""AU""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
657,quinoa,5,cereales_completes,"[""quinoa"",""pseudo-céréale""]",g,1.00,,0.8500,368.0,14.10,64.00,6.10,7.00,3.60,5.00,730,365,730,"[""PE"",""BO"",""EC""]",false,false,false,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
658,sarrasin,5,cereales_completes,"[""sarrasin"",""buckwheat"",""pseudo-céréale""]",g,1.00,,0.8000,343.0,13.30,72.00,3.40,10.00,2.60,1.00,730,365,730,"[""RU"",""CN"",""UA"",""FR""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
659,chia,5,cereales_completes,"[""chia"",""graine""]",g,1.00,,0.7000,486.0,16.50,42.00,30.70,34.40,2.10,16.00,730,365,730,"[""MX"",""AR"",""AU""]",false,false,false,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
660,teff,5,cereales_completes,"[""teff"",""céréale""]",g,1.00,,0.8200,367.0,13.30,73.00,2.40,8.00,1.80,12.00,730,365,730,"[""ET""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
661,fonio,5,cereales_completes,"[""fonio"",""céréale""]",g,1.00,,0.7800,364.0,11.00,76.00,2.00,7.00,2.00,3.00,730,365,730,"[""SN"",""ML"",""BF"",""GN""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
662,kañiwa,5,cereales_completes,"[""kañiwa"",""pseudo-céréale""]",g,1.00,,0.8200,344.0,13.80,64.00,8.80,7.00,1.50,12.00,730,365,730,"[""PE"",""BO""]",false,false,false,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
663,job tears,5,cereales_completes,"[""job tears"",""larmes job""]",g,1.00,,0.8000,351.0,14.10,68.00,6.20,5.70,1.90,3.00,730,365,730,"[""CN"",""JP"",""TH"",""PH""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
664,engrain,5,cereales_completes,"[""engrain"",""einkorn"",""blé ancien""]",g,1.00,,0.7800,338.0,17.80,68.00,2.50,15.10,2.70,8.00,730,365,730,"[""FR"",""IT"",""DE""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
665,amidonnier,5,cereales_completes,"[""amidonnier"",""emmer"",""blé ancien""]",g,1.00,,0.7800,338.0,15.00,70.00,2.40,10.70,2.70,8.00,730,365,730,"[""IT"",""FR"",""TR""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
666,kamut,5,cereales_completes,"[""kamut"",""khorasan wheat""]",g,1.00,,0.7800,337.0,14.70,70.00,2.20,11.00,2.40,10.00,730,365,730,"[""EG"",""IT"",""CA"",""US""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
667,digitaire,5,cereales_completes,"[""digitaire"",""finger millet""]",g,1.00,,0.7800,378.0,11.00,73.00,4.20,8.50,1.70,5.00,730,365,730,"[""AF"",""IN""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
668,panic,5,cereales_completes,"[""panic"",""panic grass""]",g,1.00,,0.7800,378.0,11.00,73.00,4.20,8.50,1.70,5.00,730,365,730,"[""IN"",""AF""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
669,brachiaire,5,cereales_completes,"[""brachiaire"",""signal grass""]",g,1.00,,0.7800,378.0,11.00,73.00,4.20,8.50,1.70,5.00,730,365,730,"[""AF"",""AU""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
670,alpiste,5,cereales_completes,"[""alpiste"",""canary seed""]",g,1.00,,0.7500,364.0,14.00,65.00,6.00,7.20,2.00,5.00,730,365,730,"[""AR"",""CA"",""US""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
671,blé de miracle,5,cereales_completes,"[""blé miracle"",""miracle wheat""]",g,1.00,,0.7800,338.0,14.60,70.00,2.40,10.70,2.70,8.00,730,365,730,"[""EG"",""TR""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
672,coix,5,cereales_completes,"[""coix"",""pearl barley""]",g,1.00,,0.8000,351.0,14.10,68.00,6.20,5.70,1.90,3.00,730,365,730,"[""CN"",""JP""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
673,setaria,5,cereales_completes,"[""setaria"",""foxtail millet""]",g,1.00,,0.7800,378.0,11.00,73.00,4.20,8.50,1.70,5.00,730,365,730,"[""CN"",""IN""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
674,eleusine,5,cereales_completes,"[""eleusine"",""finger millet""]",g,1.00,,0.7800,336.0,7.30,72.00,1.30,3.60,1.50,11.00,730,365,730,"[""IN"",""UG"",""NP""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
675,paspalum,5,cereales_completes,"[""paspalum"",""kodo millet""]",g,1.00,,0.7800,364.0,11.00,76.00,2.00,7.00,2.00,3.00,730,365,730,"[""AF"",""SA""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
749,haricot,6,legumineuses_seches,"[""haricot"",""bean"",""légumineuse""]",g,1.00,,0.7700,130.0,8.70,23.00,0.50,6.40,0.30,20.00,365,730,730,"[""PE"",""MX"",""US"",""BR""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
750,lentille,6,legumineuses_seches,"[""lentille"",""lentil"",""légumineuse""]",g,1.00,,0.7800,116.0,9.00,20.00,0.40,7.90,1.80,6.00,365,730,730,"[""CA"",""IN"",""TR"",""AU""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
751,pois,6,legumineuses_seches,"[""pois"",""pea"",""légumineuse""]",g,1.00,,0.7500,341.0,24.60,60.00,1.20,25.70,2.30,35.00,365,730,730,"[""CA"",""RU"",""CN""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
752,pois chiche,6,legumineuses_seches,"[""pois chiche"",""chickpea"",""légumineuse""]",g,1.00,,0.7500,164.0,8.90,27.00,2.60,7.60,4.80,7.00,365,730,730,"[""IN"",""AU"",""TR"",""ET""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
753,fève,6,legumineuses_seches,"[""fève"",""broad bean"",""légumineuse""]",g,1.00,,0.7800,103.0,8.00,17.00,0.40,5.40,1.80,25.00,365,730,730,"[""CN"",""ET"",""AU"",""IT""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
754,soja,6,legumineuses_seches,"[""soja"",""soybean"",""légumineuse""]",g,1.00,,0.7500,173.0,18.20,9.00,9.00,6.00,3.30,15.00,365,730,730,"[""US"",""BR"",""AR"",""CN""]",true,true,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
755,lupin,6,legumineuses_seches,"[""lupin"",""lupine"",""légumineuse""]",g,1.00,,0.7800,371.0,36.20,40.00,9.70,18.90,2.90,15.00,365,730,730,"[""AU"",""DE"",""PL""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
756,arachide,6,legumineuses_seches,"[""arachide"",""peanut"",""légumineuse""]",g,1.00,,0.6500,567.0,25.80,16.00,49.20,8.50,4.70,18.00,365,730,730,"[""CN"",""IN"",""US"",""NG""]",false,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
757,dolique,6,legumineuses_seches,"[""dolique"",""black eyed pea"",""légumineuse""]",g,1.00,,0.7800,116.0,8.30,21.00,0.90,8.30,3.30,7.00,365,730,730,"[""NG"",""NE"",""IN"",""BR""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
758,pois d_Angola,6,legumineuses_seches,"[""pois angola"",""pigeon pea"",""légumineuse""]",g,1.00,,0.7800,343.0,21.70,62.00,1.50,15.00,2.80,17.00,365,730,730,"[""IN"",""KE"",""MW"",""TZ""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
759,lathyre,6,legumineuses_seches,"[""lathyre"",""grass pea"",""légumineuse""]",g,1.00,,0.7800,328.0,28.20,48.00,0.60,25.60,3.60,76.00,365,730,730,"[""IN"",""BD"",""ET""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
760,vesce,6,legumineuses_seches,"[""vesce"",""vetch"",""légumineuse""]",g,1.00,,0.7800,328.0,28.20,48.00,0.60,25.60,3.60,76.00,365,730,730,"[""TR"",""GR"",""IT""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
761,pois bambara,6,legumineuses_seches,"[""pois bambara"",""bambara groundnut"",""légumineuse""]",g,1.00,,0.7800,367.0,19.00,63.00,6.50,5.60,3.20,28.00,365,730,730,"[""ZW"",""BW"",""ZA""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
762,haricot ailé,6,legumineuses_seches,"[""haricot ailé"",""winged bean"",""légumineuse""]",g,1.00,,0.7700,409.0,29.70,52.00,16.30,21.00,9.00,38.00,365,730,730,"[""PG"",""ID"",""TH""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
763,gesse,6,legumineuses_seches,"[""gesse"",""chickling pea"",""légumineuse""]",g,1.00,,0.7800,328.0,28.20,48.00,0.60,25.60,3.60,76.00,365,730,730,"[""ES"",""IT"",""GR""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
764,ers,6,legumineuses_seches,"[""ers"",""bitter vetch"",""légumineuse""]",g,1.00,,0.7800,328.0,28.20,48.00,0.60,25.60,3.60,76.00,365,730,730,"[""TR"",""SY""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
765,pois sabre,6,legumineuses_seches,"[""pois sabre"",""sword bean"",""légumineuse""]",g,1.00,,0.7700,97.0,6.80,18.00,0.50,4.80,3.00,3.00,365,730,730,"[""TH"",""PH"",""ID""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
766,haricot tepary,6,legumineuses_seches,"[""haricot tepary"",""tepary bean"",""légumineuse""]",g,1.00,,0.7700,343.0,23.00,61.00,1.10,37.00,1.40,24.00,365,730,730,"[""MX"",""US""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
767,féverole,6,legumineuses_seches,"[""féverole"",""field bean"",""légumineuse""]",g,1.00,,0.7800,103.0,8.00,17.00,0.40,5.40,1.80,25.00,365,730,730,"[""FR"",""DE"",""GB""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
768,cornille,6,legumineuses_seches,"[""cornille"",""cowpea"",""légumineuse""]",g,1.00,,0.7800,116.0,8.30,21.00,0.90,8.30,3.30,7.00,365,730,730,"[""AF"",""BF"",""SN""]",true,false,true,true,false,false,false,,2025-09-15 15:51:59.532373+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumineuses,legumineuses_seches
769,bœuf,8,viande_rouge,"[""bœuf"",""beef"",""viande rouge""]",g,1.00,,1.0500,250.0,26.10,0.00,15.00,0.00,0.00,66.00,1,3,180,"[""BR"",""US"",""AR"",""AU""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,viande_rouge
770,porc,8,viande_rouge,"[""porc"",""pork"",""viande rouge""]",g,1.00,,1.0500,263.0,25.70,0.00,17.00,0.00,0.00,62.00,1,3,180,"[""CN"",""DE"",""US"",""ES""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,viande_rouge
771,agneau,8,viande_rouge,"[""agneau"",""lamb"",""viande rouge""]",g,1.00,,1.0500,294.0,24.50,0.00,21.00,0.00,0.00,72.00,1,3,180,"[""NZ"",""AU"",""GB"",""TR""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,viande_rouge
772,mouton,8,gibier_poil,"[""mouton"",""mutton"",""viande rouge""]",g,1.00,,1.0500,294.0,24.50,0.00,21.00,0.00,0.00,72.00,2,5,180,"[""CN"",""AU"",""NZ"",""IR""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
773,veau,8,viande_rouge,"[""veau"",""veal"",""viande rouge""]",g,1.00,,1.0500,196.0,31.90,0.00,6.60,0.00,0.00,82.00,1,3,180,"[""FR"",""IT"",""NL"",""DE""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,viande_rouge
774,chèvre,8,gibier_poil,"[""chèvre"",""goat"",""viande rouge""]",g,1.00,,1.0500,143.0,27.10,0.00,3.00,0.00,0.00,82.00,1,3,180,"[""CN"",""IN"",""NG"",""PK""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
775,chevreuil,8,gibier_poil,"[""chevreuil"",""venison"",""gibier""]",g,1.00,,1.0500,158.0,30.20,0.00,3.20,0.00,0.00,51.00,1,3,180,"[""CA"",""US"",""DE"",""FR""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
776,sanglier,8,gibier_poil,"[""sanglier"",""wild boar"",""gibier""]",g,1.00,,1.0500,122.0,21.50,0.00,3.30,0.00,0.00,47.00,1,3,180,"[""DE"",""FR"",""IT"",""PL""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
777,poulet,8,volaille,"[""poulet"",""chicken"",""volaille""]",g,1.00,,1.0500,239.0,27.30,0.00,13.60,0.00,0.00,70.00,1,3,365,"[""US"",""BR"",""CN"",""RU""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,volaille
778,dinde,8,volaille,"[""dinde"",""turkey"",""volaille""]",g,1.00,,1.0500,189.0,29.00,0.00,7.40,0.00,0.00,67.00,1,3,365,"[""US"",""DE"",""FR"",""IT""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,volaille
779,canard,8,volaille,"[""canard"",""duck"",""volaille""]",g,1.00,,1.0500,337.0,18.90,0.00,28.40,0.00,0.00,59.00,1,3,365,"[""CN"",""FR"",""TH"",""HU""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,volaille
780,oie,8,volailles,"[""oie"",""goose"",""volaille""]",g,1.00,,1.0500,371.0,16.40,0.00,33.60,0.00,0.00,70.00,1,3,365,"[""CN"",""DE"",""HU"",""PL""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,volailles
781,pintade,8,gibier_plume,"[""pintade"",""guinea fowl"",""volaille""]",g,1.00,,1.0500,158.0,23.40,0.00,6.40,0.00,0.00,71.00,1,3,365,"[""FR"",""IT"",""ZA""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_plume
782,caille,8,gibier_plume,"[""caille"",""quail"",""volaille""]",g,1.00,,1.0500,134.0,25.10,0.00,3.10,0.00,0.00,51.00,1,2,365,"[""CN"",""FR"",""EG"",""IT""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_plume
783,pigeon,8,gibier_plume,"[""pigeon"",""dove"",""volaille""]",g,1.00,,1.0500,142.0,17.50,0.00,7.50,0.00,0.00,51.00,1,2,365,"[""EG"",""CN"",""FR"",""IT""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_plume
784,faisan,8,gibier_plume,"[""faisan"",""pheasant"",""gibier volaille""]",g,1.00,,1.0500,181.0,32.40,0.00,5.20,0.00,0.00,37.00,1,3,180,"[""GB"",""FR"",""DE"",""CZ""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_plume
785,lapin,8,gibier_poil,"[""lapin"",""rabbit"",""gibier""]",g,1.00,,1.0500,197.0,29.10,0.00,8.10,0.00,0.00,45.00,1,3,180,"[""CN"",""IT"",""ES"",""FR""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
786,lièvre,8,gibier_poil,"[""lièvre"",""hare"",""gibier""]",g,1.00,,1.0500,173.0,33.80,0.00,3.50,0.00,0.00,47.00,1,3,180,"[""FR"",""DE"",""IT"",""GB""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
787,cerf,8,gibier_poil,"[""cerf"",""deer"",""gibier""]",g,1.00,,1.0500,158.0,30.20,0.00,3.20,0.00,0.00,51.00,2,5,180,"[""NZ"",""GB"",""DE"",""FR""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
788,biche,8,gibier_poil,"[""biche"",""doe"",""gibier""]",g,1.00,,1.0500,158.0,30.20,0.00,3.20,0.00,0.00,51.00,2,5,180,"[""FR"",""DE"",""AT"",""IT""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,gibier_poil
789,chamois,8,viandes_exotiques,"[""chamois"",""chamois"",""gibier""]",g,1.00,,1.0500,158.0,30.20,0.00,3.20,0.00,0.00,51.00,2,5,180,"[""FR"",""CH"",""IT"",""AT""]",true,false,true,true,false,false,false,,2025-09-15 15:54:35.721429+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""animal"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",viandes,viandes_exotiques
