source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
25539,127.0,18.0,0.86,5.71,1.25,0.85,,,,,,,,,,0.11,0.23,43.5,26.5,0.026,0.98,3.14,1.0,,,,,,,,,0.72,65.5
25540,93.5,18.5,1.5,1.5,2.71,,,,,,,,,,,0.05,0.084,120.0,100.0,0.01,0.1,0.88,0.22,,,,,,,,,1.7,31.5
26054,132.0,13.3,3.18,7.05,1.75,1.3,,,,,0.37,0.0068,0.17,1.12,0.0013,0.0096,0.011,28.0,18.2,0.051,2.84,1.12,0.2,0.074,0.049,0.035,0.076,0.097,0.3,1.13,0.9,0.4,79.5
26140,144.0,23.5,,5.52,1.49,,0.0015,0.0015,0.0015,,0.17,,,0.55,,0.25,0.49,57.5,29.9,0.069,1.21,1.79,1.55,,,,,,0.21,0.76,114.0,0.69,61.7
26249,107.0,22.0,,2.18,1.7,,,,,,0.064,0.021,0.09,0.36,0.021,0.12,0.19,63.6,30.3,0.051,0.44,0.66,0.49,,,,,0.0042,0.053,0.28,139.0,0.38,63.5
26250,106.0,22.1,,2.0,1.77,,,,,,0.06,0.021,0.091,0.37,0.021,0.12,0.18,61.3,27.6,0.05,0.38,0.64,0.47,,,,,0.0042,0.051,0.26,156.0,0.37,68.3
25031,148.0,7.86,17.1,4.9,1.26,1.2,0.43,0.2,0.2,,0.17,0.036,0.47,1.08,,0.025,0.023,22.8,38.7,0.11,1.28,1.08,0.55,0.05,0.05,0.05,0.05,0.002,0.025,0.37,482.0,0.69,4.0
25107,105.0,7.5,14.2,1.6,1.4,1.7,,,,,,,,,,,,15.6,24.0,0.1,0.2,0.3,0.9,,,,,,,,,4.1,10.0
25154,117.0,6.39,8.57,6.15,1.56,1.62,0.23,0.73,0.23,,0.33,0.099,0.35,1.74,0.0047,0.0067,,31.0,46.8,1.0,3.68,1.74,0.46,0.068,0.041,0.026,0.053,0.064,0.21,1.17,897.0,1.0,20.0
25456,171.0,6.69,26.9,3.7,0.97,4.93,2.28,0.1,0.31,,0.12,0.16,0.73,1.36,0.01,0.08,0.09,13.1,16.0,0.08,0.6,1.72,1.15,0.01,0.01,0.01,0.01,0.01,0.07,0.4,366.0,0.25,20.0
8296,124.6,4.05,5.6,9.56,1.75,1.77,,,,,,,,,,,,1.75,50.5,,3.43,4.28,1.43,,,,,,,,,0.78,6.0
8297,205.4,5.38,4.13,18.6,1.47,2.06,0.46,1.01,0.1,,1.6,0.1,0.83,4.62,0.08,0.01,0.03,153.0,72.0,0.06,10.8,5.38,1.13,0.62,0.4,0.25,0.39,0.48,1.61,5.14,722.0,0.75,20.0
20194,62.7,4.67,10.1,0.4,1.7,1.65,0.3,,0.3,,,,,,,,,,,,0.16,,,,,,,,,,,,
20240,64.6,1.1,6.5,3.8,1.53,4.9,1.74,0.2,0.2,,0.24,0.02,0.28,1.33,0.01,0.01,0.01,2.09,7.6,0.05,2.0,1.33,0.3,0.008,0.01,0.01,0.01,0.01,0.02,0.87,643.0,0.24,20.0
20262,81.2,2.6,12.1,1.77,1.28,1.5,0.34,,0.14,0.45,,0.04,0.08,,,,,,24.5,,0.4,0.52,0.14,,,,,,,,,6.0,
20273,71.2,3.13,5.83,3.93,0.44,3.1,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,
20274,39.7,1.61,4.33,1.77,0.77,2.66,1.0,0.3,0.13,,0.032,0.029,0.84,0.66,,,0.01,,,,0.14,0.66,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.11,239.0,,
20498,32.8,1.89,3.59,1.21,0.79,1.81,0.82,,0.3,,0.04,0.03,0.065,0.24,2e-05,0.00014,,,,,0.22,0.24,0.098,,,,,0.001,0.0043,0.18,188.0,,
25018,53.1,1.22,4.97,3.15,1.29,3.91,1.5,0.2,0.2,,0.061,0.06,0.2,0.51,0.01,0.01,0.01,0.07,16.4,0.074,0.47,2.08,0.46,0.05,0.05,0.002,0.05,0.0036,0.0088,0.39,,0.38,3.0
25026,52.5,2.5,4.1,2.9,1.38,1.19,0.1,1.07,0.1,,0.27,0.1,0.08,0.57,0.01,0.01,0.01,,,,1.82,0.67,0.18,0.11,0.07,0.04,0.07,0.09,0.3,0.82,,,
25052,107.7,1.95,5.45,8.68,0.9,3.8,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,
25056,109.3,3.38,14.5,4.2,1.42,2.08,0.26,0.94,0.57,,0.37,0.03,0.17,0.85,0.01,0.01,0.01,14.3,38.6,0.044,2.67,0.99,0.2,0.14,0.09,0.06,0.11,0.14,0.44,1.26,,0.32,8.2
25073,105.3,7.44,4.71,6.3,1.32,1.98,0.66,1.08,0.1,,0.58,0.04,0.33,1.37,0.01,0.01,0.01,23.7,77.2,0.1,3.77,1.6,0.38,0.22,0.14,0.09,0.14,0.18,0.59,1.76,486.0,0.38,8.11
25101,83.7,3.0,3.3,6.5,1.33,0.88,0.38,,0.3,,0.5,0.016,0.14,1.26,,,,15.3,96.6,0.12,4.0,1.31,0.16,0.22,0.088,0.06,0.14,0.17,0.56,1.59,425.0,0.27,
25162,101.7,3.44,6.91,6.7,1.27,3.42,0.66,1.58,0.1,,0.49,0.09,0.9,1.6,0.01,0.01,0.01,19.7,83.1,0.087,3.41,1.81,0.99,0.2,0.11,0.07,0.13,0.15,0.51,1.62,,0.51,4.03
25196,140.2,1.05,10.6,10.4,1.19,5.2,1.5,,0.2,,,0.1,,,,,,,,,2.0,2.63,5.26,,,,,,,,,,
25199,104.9,3.29,10.7,5.44,1.52,3.34,0.47,,0.3,,,0.049,1.05,,,,,,,,1.13,2.24,1.12,,,,,,,,,,
25208,98.3,3.31,8.45,5.7,1.42,3.0,0.8,0.7,0.2,,0.01,0.05,2.24,2.29,0.01,0.01,0.01,27.4,40.0,0.06,0.64,2.41,2.29,0.01,0.01,0.01,0.01,0.01,0.03,0.52,482.0,0.52,20.0
25220,75.3,1.38,0.1,6.6,1.62,0.2,0.2,0.2,0.2,0.5,0.58,0.1,0.97,2.81,0.01,0.01,0.01,8.44,43.0,0.05,2.02,3.12,1.08,0.01,0.01,0.01,0.01,0.01,0.06,1.35,731.0,0.3,20.0
25524,71.7,1.65,6.55,4.32,1.46,2.71,,,,,,,,,,,,4.0,23.0,0.068,0.94,2.55,0.6,,,,,,,,,0.67,2.37
25556,182.8,3.52,23.0,8.52,1.23,3.03,,,,,,,,,,,,34.0,52.4,0.078,0.99,4.79,2.36,,,,,,,,,0.72,6.62
25571,252.0,8.25,18.7,14.4,2.66,1.4,0.3,0.2,0.3,0.9,0.45,0.12,5.7,6.18,0.01,0.01,0.01,1.95,57.0,0.3,1.5,6.4,5.83,0.01,0.01,0.01,0.01,0.01,0.01,0.88,689.0,2.1,20.0
25588,100.0,3.64,6.74,6.5,1.26,3.2,0.58,1.55,0.2,,0.48,0.13,0.37,1.76,0.01,0.01,0.01,37.0,84.0,0.03,3.48,2.03,0.51,0.18,0.12,0.07,0.13,0.16,0.54,1.7,441.0,0.31,20.0
25590,211.0,7.38,17.7,10.8,1.83,3.57,0.55,0.1,1.73,,0.32,0.11,3.21,5.47,0.01,0.01,0.01,,57.0,0.24,1.28,5.67,3.32,0.01,0.01,0.01,0.01,0.01,0.02,0.81,553.0,1.6,20.0
9082,186.0,4.93,29.5,4.84,1.16,2.21,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,
9083,340.0,11.1,67.2,1.59,1.51,2.64,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,
25019,95.3,4.22,12.5,2.83,1.31,2.23,0.63,0.2,0.25,,0.21,0.068,0.41,0.87,0.0022,0.0011,0.0056,41.4,25.3,0.074,1.14,1.21,0.48,0.01,0.01,0.01,0.0022,0.0033,0.066,0.67,542.0,1.09,5.5
25081,134.0,6.29,13.5,5.72,1.37,2.84,0.58,0.74,0.38,,0.32,0.054,0.34,1.13,0.0023,0.00059,,24.3,44.8,0.12,2.55,1.51,0.75,0.009,0.009,0.007,0.018,0.029,0.12,0.72,,0.71,8.67
25085,116.0,5.32,13.6,4.07,1.1,2.64,0.72,0.075,0.25,,,0.1,0.3,,,,,11.0,14.0,0.08,1.42,1.34,0.77,,,,,,,,,0.79,5.0
25088,164.0,5.46,23.6,4.94,1.33,1.28,0.075,0.1,0.1,,0.21,0.042,1.33,1.11,0.0093,,,15.8,16.7,0.1,0.75,1.48,2.4,,,,,0.0033,0.013,0.41,592.0,0.4,2.0
25110,190.0,5.5,27.8,5.5,1.18,1.1,0.2,0.2,0.2,,0.49,0.06,1.28,2.01,0.01,0.01,0.01,52.3,31.0,0.04,1.55,2.25,1.38,0.01,0.01,0.01,0.01,0.03,0.06,0.94,437.0,0.57,20.0
25122,179.0,7.06,16.4,9.2,1.4,2.19,0.2,1.47,0.52,,0.7,0.12,0.71,2.53,0.01,0.01,0.01,20.4,116.0,0.05,4.85,2.84,0.84,0.23,0.14,0.09,0.16,0.2,0.67,2.53,,0.4,5.4
25131,103.0,2.75,11.0,4.85,1.41,4.75,1.43,0.1,0.74,,,,,,,,,5.0,,,1.5,2.45,0.79,,,,,,,,,,
25135,161.0,5.91,14.2,8.7,1.11,1.79,0.094,0.26,0.27,,0.85,0.048,0.54,2.34,,,0.01,25.9,36.1,0.08,4.34,2.71,0.69,0.18,0.12,0.081,0.15,0.17,0.61,2.18,,0.45,8.0
25139,148.0,7.28,13.0,7.1,1.38,2.03,0.3,,0.3,,,0.12,1.08,,,,,,63.0,,2.5,1.88,1.51,,,,,,,,,0.41,
25149,226.0,10.0,26.8,8.3,1.46,4.4,0.17,0.96,3.04,,0.63,0.07,0.76,1.85,0.02,0.01,0.01,36.2,72.3,0.3,4.64,2.1,0.85,0.28,0.18,0.11,0.2,0.23,0.73,2.11,,0.48,5.2
25150,108.0,4.32,16.4,2.25,2.07,2.54,,,,,,0.072,0.76,,,,,,,,0.8,0.52,0.83,,,,,,,,,,
25155,219.0,7.94,27.8,7.5,1.74,3.53,0.39,1.93,0.51,,0.41,0.1,1.92,2.46,0.01,0.01,0.01,27.2,69.0,0.13,2.36,2.66,2.03,0.09,0.06,0.05,0.09,0.09,0.28,1.2,352.0,0.57,20.0
25157,265.0,11.4,40.3,5.79,1.77,3.91,0.44,,1.23,,0.58,0.041,1.1,1.94,,,0.01,,37.5,,2.45,1.94,1.14,0.01,0.01,0.01,0.01,0.01,0.1,1.22,,0.72,
25158,174.0,6.94,25.1,4.65,0.87,1.0,0.2,0.4,0.6,,0.47,0.069,0.73,1.65,0.0095,0.0048,0.0048,25.7,29.0,0.12,1.65,1.95,0.82,0.0062,0.0062,0.0062,0.0074,0.0074,0.1,1.0,319.0,0.78,20.0
25181,268.0,11.3,37.3,7.69,1.57,3.83,0.5,0.5,0.5,,0.62,0.072,0.61,1.71,,,0.01,49.0,141.0,1.0,4.28,2.55,0.74,0.21,0.12,0.095,0.17,0.21,0.7,2.15,361.0,1.0,
25182,262.0,9.98,41.4,5.69,1.75,3.46,0.16,,1.74,,0.29,0.035,1.43,1.17,,,0.01,,,,2.74,1.17,1.47,0.045,0.03,0.028,0.043,0.053,0.17,0.94,534.0,,
25183,104.0,4.88,12.6,3.4,1.18,1.7,0.4,0.2,0.3,,0.12,0.05,1.09,0.76,0.01,0.01,0.02,25.7,22.0,0.07,1.16,0.76,1.18,0.01,0.01,0.08,0.06,0.4,0.15,0.35,491.0,0.5,20.0
25184,174.0,4.23,31.5,3.19,0.78,3.48,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,
25185,166.0,4.61,28.3,3.57,0.85,1.91,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,
25187,119.0,2.74,18.4,3.8,1.13,0.85,0.18,0.36,0.1,,0.3,0.03,0.2,1.17,0.01,0.01,0.01,,,,2.0,1.3,0.23,0.12,0.07,0.04,0.07,0.09,0.3,0.96,,,
25188,129.0,5.47,12.5,6.07,0.85,2.02,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,
25189,194.0,5.65,30.9,5.16,0.82,0.58,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,
25192,91.1,2.88,13.5,2.45,1.36,2.83,0.7,0.2,0.3,,0.06,0.08,0.9,0.91,0.01,0.01,0.01,2.74,15.0,0.11,0.48,0.98,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.23,517.0,1.1,20.0
25193,156.0,5.19,20.9,4.9,0.83,1.9,0.3,0.8,0.5,,0.29,0.04,1.03,1.5,0.01,0.01,0.01,28.5,50.0,0.1,1.93,1.63,1.07,0.04,0.03,0.02,0.04,0.05,0.16,1.25,304.0,0.51,20.0
25198,163.0,7.17,15.9,7.4,0.8,5.85,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,
25203,255.0,9.4,41.4,5.06,0.81,3.14,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,
25216,199.0,7.98,25.7,6.53,1.25,2.82,0.21,0.96,1.42,,0.49,0.072,1.02,1.86,0.013,0.0049,0.0049,30.0,54.9,0.18,2.88,2.1,1.11,0.12,0.08,0.052,0.096,0.11,0.37,1.46,326.0,0.6,8.32
25217,149.0,2.5,18.6,6.5,1.8,0.8,0.4,0.2,0.2,0.5,0.24,0.17,3.07,2.01,0.01,0.01,0.01,,70.0,0.15,0.85,2.1,3.24,0.01,0.01,0.01,0.01,0.01,0.01,0.54,873.0,1.1,20.0
25218,122.0,4.38,11.8,5.9,1.4,4.3,1.3,1.0,0.4,,0.34,0.04,1.5,1.9,0.01,0.01,0.01,11.2,76.0,0.1,1.91,2.06,1.54,0.06,0.04,0.03,0.06,0.07,0.24,1.0,422.0,0.62,20.0
25219,179.0,7.0,14.0,10.2,1.49,2.3,0.38,1.15,0.38,,0.78,0.08,1.04,2.82,0.01,0.01,0.01,25.6,32.0,0.03,5.23,3.04,1.13,0.19,0.17,0.17,0.54,0.31,0.75,2.16,557.0,0.18,20.0
25635,133.0,6.1,11.4,6.6,1.5,3.5,0.3,,0.3,,,0.15,0.47,,,,,,,,3.1,2.46,0.66,,,,,,,,,,
4041,195.0,8.06,9.5,13.3,2.07,0.57,0.1,0.21,0.1,,1.17,0.11,0.21,2.67,0.01,0.01,0.01,,,,8.25,3.5,0.37,0.23,0.16,0.11,0.36,0.46,1.58,3.85,,,
19437,284.4,12.9,15.0,19.2,1.8,3.5,0.4,0.9,2.2,,1.21,0.07,3.43,4.09,0.02,0.01,0.01,76.9,100.0,0.05,9.99,4.42,3.52,0.31,0.31,0.35,1.1,0.77,1.54,4.08,801.0,0.27,20.0
25020,184.0,12.9,3.8,12.6,1.5,1.77,,,,,,,,,,,,118.0,226.0,0.04,7.37,3.85,0.69,,,,,,,,,0.6,14.8
25137,161.0,6.0,13.5,8.9,1.57,1.25,0.41,0.49,0.1,,0.89,0.07,0.96,2.35,0.01,0.01,0.01,18.2,74.0,0.05,4.47,2.7,1.05,0.2,0.13,0.08,0.13,0.16,0.59,2.16,467.0,0.26,20.0
25437,399.0,16.2,22.7,26.6,2.09,0.56,0.11,0.1,0.45,,2.48,0.17,1.3,6.11,0.09,0.01,0.04,213.0,302.0,0.14,16.0,7.11,1.65,0.85,0.53,0.33,0.6,0.75,2.47,7.6,,1.34,24.5
25509,232.0,16.2,2.6,17.2,3.03,1.1,,,,,1.63,0.13,0.29,3.93,0.0081,,,73.6,517.0,0.3,12.0,4.34,0.42,0.72,0.37,0.27,0.51,0.61,1.95,5.13,564.0,0.3,10.0
25546,263.0,17.4,15.3,14.6,3.15,1.5,,,,,0.95,0.051,2.27,4.08,0.025,,,31.9,84.9,0.1,7.15,4.31,2.38,0.31,0.19,0.11,0.23,0.27,0.8,3.94,,0.8,13.0
20914,229.1,15.5,8.7,14.7,2.82,2.3,0.7,0.2,0.2,,0.18,0.24,4.35,4.97,0.0059,0.0059,0.0059,3.16,160.0,0.28,0.65,5.2,4.6,0.0085,0.0042,0.0085,0.013,0.0085,0.038,0.39,797.0,2.3,20.0
20917,151.0,16.1,7.89,4.7,1.19,0.24,0.11,0.1,0.1,,0.14,0.24,2.51,1.04,0.01,0.01,0.01,,88.0,0.46,0.57,1.09,2.79,0.01,0.01,0.01,0.01,0.01,0.01,0.4,20.0,1.7,20.0
25225,280.0,12.6,22.4,14.9,1.45,1.33,0.22,0.1,0.56,,0.42,0.27,4.45,7.67,0.01,0.01,0.01,,22.0,0.11,1.48,7.96,4.72,0.01,0.01,0.03,0.01,0.01,0.01,0.8,407.0,0.88,20.0
25226,253.0,14.1,18.5,12.6,2.25,3.17,0.49,0.1,0.94,,0.36,0.26,5.04,5.06,0.01,0.01,0.01,2.0,55.0,0.26,1.34,5.31,5.3,0.01,0.01,0.01,0.01,0.01,0.02,0.82,719.0,1.7,20.0
25227,251.0,15.5,19.7,10.9,2.43,1.75,0.23,0.1,1.02,,0.33,0.11,3.06,5.91,0.01,0.01,0.01,,61.0,0.25,1.14,6.05,3.17,0.01,0.01,0.02,0.01,0.01,0.01,0.62,845.0,2.4,20.0
25228,260.0,14.4,16.8,13.9,2.36,1.28,0.2,0.1,0.81,,0.37,0.36,4.98,6.1,0.01,0.01,0.01,5.13,50.0,0.15,1.45,6.42,5.35,0.01,0.01,0.02,0.01,0.01,0.01,0.86,553.0,2.2,20.0
25229,245.0,16.9,18.8,10.0,2.25,,0.1,0.1,0.1,,0.34,0.08,3.61,4.59,0.01,0.01,0.01,,70.0,0.32,1.1,4.7,3.69,0.01,0.01,0.02,0.01,0.01,0.01,0.6,671.0,2.5,20.0
25230,247.0,15.2,15.1,13.1,2.55,2.05,0.39,0.27,0.58,,0.54,0.35,3.34,5.32,0.01,0.01,0.01,11.1,170.0,0.19,3.02,5.74,3.7,0.11,0.08,0.06,0.1,0.11,0.35,1.45,787.0,1.3,20.0
25231,91.7,3.13,12.5,2.7,1.43,3.14,0.88,0.1,0.31,,0.11,0.05,1.12,0.91,0.01,0.01,0.01,,28.0,0.13,0.41,0.95,1.17,0.01,0.01,0.01,0.01,0.01,0.02,0.26,544.0,0.68,20.0
25233,241.0,7.0,27.8,10.3,1.94,2.86,0.72,0.1,1.07,,0.47,0.07,2.01,4.86,0.01,0.01,0.01,28.5,93.0,0.2,2.56,5.02,2.08,0.09,0.06,0.05,0.12,0.1,0.32,1.21,662.0,1.1,20.0
25234,211.0,5.31,28.0,7.6,1.81,3.66,0.7,0.1,1.72,,0.23,0.03,2.2,4.01,0.01,0.01,0.01,,29.0,0.21,0.89,4.11,2.23,0.01,0.01,0.01,0.01,0.04,0.03,0.49,651.0,1.3,20.0
25589,211.0,17.6,7.98,10.6,2.92,3.47,1.03,0.1,0.7,,0.29,0.24,4.21,4.29,0.01,0.01,0.01,5.19,73.0,0.22,1.11,4.5,4.45,0.01,0.01,0.05,0.01,0.01,0.02,0.6,855.0,2.4,20.0
25591,166.0,9.71,16.7,5.6,1.79,2.77,0.63,0.1,0.88,,0.21,0.17,1.59,2.73,0.01,0.01,0.01,,69.0,0.28,0.75,2.79,1.76,0.01,0.01,0.01,0.01,0.01,0.02,0.46,593.0,1.9,20.0
25592,204.0,12.5,20.8,7.1,1.59,3.97,0.49,0.1,2.29,,0.2,0.02,0.98,4.93,0.01,0.01,0.01,,42.0,0.21,0.73,5.02,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.44,661.0,1.2,20.0
25593,209.0,16.0,8.15,11.0,2.72,1.87,0.4,0.1,0.24,,0.31,0.08,1.28,7.92,0.01,0.01,0.01,,89.0,0.34,1.04,8.08,1.36,0.01,0.01,0.03,0.01,0.01,0.01,0.54,772.0,3.3,20.0
25594,197.0,10.2,13.3,10.2,1.92,2.62,1.03,0.1,0.95,,0.3,0.2,4.18,3.96,0.01,0.01,0.01,4.43,72.0,0.19,1.07,4.16,4.38,0.01,0.01,0.01,0.01,0.01,0.02,0.62,630.0,2.2,20.0
25595,204.0,16.8,6.08,12.0,2.49,0.75,0.2,0.1,0.1,,0.81,0.44,3.33,2.55,0.01,0.01,0.01,12.5,250.0,0.31,4.63,2.81,3.78,0.21,0.13,0.08,0.13,0.18,0.6,2.27,643.0,1.8,20.0
25596,170.0,13.1,8.36,8.1,2.4,3.45,0.97,0.1,0.21,,0.28,0.18,2.59,3.79,0.01,0.01,0.01,,99.0,0.26,1.04,3.9,2.77,0.01,0.01,0.02,0.01,0.04,0.03,0.57,621.0,2.1,20.0
25597,180.0,15.1,7.72,9.1,2.46,2.03,0.63,0.1,0.38,,0.47,0.4,3.3,2.45,0.01,0.01,0.01,6.12,170.0,0.33,2.36,2.6,3.7,0.07,0.05,0.04,0.11,0.09,0.22,1.2,691.0,2.0,20.0
30181,139.0,11.5,7.01,5.8,2.29,4.19,1.16,0.1,0.1,,0.2,0.13,1.21,3.45,0.01,0.01,0.01,,67.0,0.41,0.64,3.51,1.34,0.01,0.01,0.01,0.01,0.01,0.01,0.37,515.0,2.2,20.0
25404,226.0,8.93,29.6,7.64,2.23,2.72,0.7,0.2,1.25,0.02,0.51,0.11,1.26,2.12,,,,17.2,239.0,0.097,3.4,2.45,1.37,0.2,0.065,0.043,0.1,0.19,0.42,1.88,758.0,1.14,33.4
25405,274.0,8.96,21.0,16.8,1.72,2.67,0.25,1.69,0.4,,1.38,0.09,1.3,4.73,0.048,0.0033,0.013,95.4,116.0,0.047,8.63,5.78,1.55,0.34,0.19,0.11,0.22,0.25,0.91,5.24,672.0,0.63,31.0
25409,136.0,5.75,18.7,4.0,2.5,1.89,,,,,0.15,0.064,1.02,1.72,0.018,0.00024,0.0021,30.0,41.0,0.1,0.95,1.72,1.1,,,,0.016,0.026,0.086,0.67,,0.73,5.0
25410,182.0,8.83,19.1,7.5,1.88,1.7,0.2,,0.21,,0.43,0.019,0.46,1.85,0.01,,0.01,15.2,105.0,0.1,3.9,1.85,0.49,0.059,0.039,0.03,0.065,0.2,0.66,2.42,,0.49,12.6
25411,150.0,4.83,20.7,5.02,1.32,2.7,,,,,,,,,,,,,59.5,,0.92,,,,,,,,,,,0.3,
25417,216.0,5.0,21.8,11.7,2.0,3.2,,,,,0.84,0.15,,,,,,,104.0,0.058,6.0,4.28,0.91,0.12,0.077,0.051,0.12,0.15,0.49,4.15,,,
25435,218.0,10.3,28.0,6.69,2.84,2.91,0.53,,1.79,0.069,0.55,0.096,0.87,2.02,0.017,,0.01,20.3,174.0,0.1,3.2,2.18,1.0,0.18,0.11,0.058,0.12,0.15,0.45,1.58,770.0,0.7,6.0
25444,289.0,10.3,20.7,18.0,1.95,1.63,0.083,1.35,0.2,,1.17,0.066,1.35,5.55,,,0.018,59.1,180.0,,9.93,6.45,1.43,0.28,0.18,0.13,0.21,0.27,0.92,6.26,644.0,0.54,
25454,241.0,5.5,20.0,14.3,1.23,2.9,,,,,,0.15,1.43,4.32,,,,45.4,62.5,0.1,4.15,5.39,1.75,,,,,0.14,0.45,3.56,633.0,0.63,8.7
25457,227.0,10.3,27.2,8.03,2.38,2.94,1.03,,1.11,,0.85,0.17,0.77,,,,,19.0,144.0,0.21,2.85,3.55,1.44,0.1,0.02,0.028,,0.083,0.17,1.6,,1.36,
25459,170.0,8.0,14.3,8.5,1.49,1.9,0.86,0.2,0.29,,1.08,0.11,0.7,2.93,0.052,0.0045,0.0045,29.1,88.0,0.07,4.33,2.93,0.87,0.081,0.063,0.027,0.072,0.081,0.41,2.33,376.0,1.1,20.0
25460,158.0,12.7,16.0,4.5,1.76,2.2,0.7,0.2,0.4,,0.28,0.11,0.59,1.3,0.021,0.0086,0.0021,30.6,77.0,0.06,1.96,1.53,0.78,0.081,0.06,0.03,0.06,0.073,0.24,1.08,462.0,0.55,20.0
25462,248.0,10.4,26.5,10.7,2.08,3.29,0.6,,1.6,,0.96,0.13,0.83,2.93,,,0.01,5.0,135.0,,4.55,3.55,1.02,0.17,0.098,0.069,0.12,0.15,0.55,2.43,,,
25463,200.0,10.3,24.6,6.65,1.25,1.5,,,,,,,,,,,,,,,2.5,2.23,1.63,,,,,,,,,,
25464,231.0,10.1,26.7,8.78,1.93,3.04,0.59,0.2,1.67,,0.45,0.33,1.38,3.37,0.01,0.03,0.03,25.3,110.0,0.09,2.9,3.37,1.77,0.13,0.077,0.06,0.1,0.13,0.43,1.53,711.0,0.54,20.0
25468,245.0,10.7,26.9,9.96,2.16,3.17,0.8,,1.7,,0.82,0.19,0.8,2.9,,,0.01,,136.0,,4.83,3.35,1.08,0.16,0.13,0.14,0.31,0.22,0.63,2.26,,,
25472,214.0,8.48,25.7,8.0,1.93,3.62,0.79,0.2,2.04,,0.49,0.15,0.95,0.08,0.01,0.01,0.01,19.0,120.0,0.1,3.1,2.37,1.1,0.13,0.078,0.054,0.12,0.15,0.47,1.62,689.0,0.61,20.0
25477,217.0,7.8,31.6,6.1,1.13,1.9,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,
25478,267.0,13.1,28.2,10.5,2.42,2.61,0.44,0.15,1.38,,0.8,0.15,0.88,2.84,0.01,0.01,0.01,28.5,267.0,,5.51,3.19,1.04,0.32,0.2,0.12,0.23,0.28,0.83,2.55,744.0,0.81,8.8
25516,233.0,10.7,27.3,8.39,2.23,2.93,0.6,0.14,1.46,0.015,0.63,0.12,0.86,2.24,0.01,0.0036,0.005,20.8,196.0,,3.93,2.69,1.07,0.2,0.12,0.073,0.15,0.19,0.57,1.96,726.0,0.78,11.0
25528,284.0,6.4,33.8,13.1,2.21,2.9,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,
25529,280.0,7.0,23.5,17.2,0.87,5.63,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,
25548,205.0,9.54,25.7,6.66,1.86,3.16,0.78,0.3,1.08,,0.46,0.069,0.64,2.01,,,0.01,15.6,155.0,0.1,2.91,2.3,0.98,0.098,0.056,0.039,0.091,0.12,0.43,1.61,661.0,0.7,11.2
25549,149.0,6.02,17.7,5.75,1.45,3.86,,,,,,,,,,,,37.3,87.5,,2.02,2.35,1.06,,,,,,,,660.0,0.35,
25550,300.0,8.81,31.8,14.8,2.2,4.15,0.55,1.41,1.73,,1.25,0.26,1.85,4.77,0.02,0.01,0.01,14.2,52.0,0.1,6.27,5.41,2.18,0.23,0.16,0.1,0.16,0.21,0.75,3.23,,0.6,7.0
25552,159.0,8.3,16.6,6.3,1.17,2.7,,,,,,,,,,,,31.2,35.3,,1.5,2.22,1.18,,,,,,,,400.0,0.6,
25553,243.0,5.76,21.6,14.3,1.56,2.34,0.6,1.0,0.4,,0.95,0.13,1.29,4.28,0.017,0.01,0.01,51.1,95.0,0.06,7.72,4.54,1.44,0.21,0.14,0.1,0.18,0.23,0.81,4.91,651.0,0.6,20.0
25555,215.0,8.53,21.0,10.5,1.67,1.63,0.3,0.4,0.72,,0.72,0.15,0.88,3.0,0.012,0.013,0.039,20.9,59.2,0.1,6.3,3.0,1.15,0.064,0.047,0.035,0.07,0.1,0.4,4.86,462.0,0.63,12.4
25560,251.0,10.2,23.7,12.6,1.45,2.25,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,
25561,218.0,5.17,19.3,12.8,1.56,4.2,1.7,0.2,0.6,,1.03,0.1,0.48,3.39,0.01,0.01,0.01,32.6,21.0,0.05,7.67,3.39,0.59,0.35,0.24,0.18,0.34,0.41,1.33,3.8,551.0,0.77,20.0
