# 6051 recettes uniques extraites des 20 blocs

Steak grillé | PLAT_PRINCIPAL | Bœuf grillé & poêlé
Quinoa au poulet | PLAT_PRINCIPAL | Céréales gourmandes
Quinoa au saumon | PLAT_PRINCIPAL | Céréales gourmandes
Quinoa au bacon | PLAT_PRINCIPAL | Céréales gourmandes
Quinoa aux asperges | PLAT_PRINCIPAL | Céréales gourmandes
Boulgour aux légumes grillés | ACCOMPAGNEMENT | Céréales gourmandes
Boulgour aux crevettes | PLAT_PRINCIPAL | Céréales gourmandes
Millet aux légumes variés | ACCOMPAGNEMENT | Céréales gourmandes
Millet au jambon | PLAT_PRINCIPAL | Céréales gourmandes
Millet aux champignons | PLAT_PRINCIPAL | Céréales gourmandes
Épeautre au saumon | PLAT_PRINCIPAL | Céréales gourmandes
Épeautre aux lardons | PLAT_PRINCIPAL | Céréales gourmandes
Épeautre aux légumes grillés | ACCOMPAGNEMENT | Céréales gourmandes
Sarrasin au poulet | PLAT_PRINCIPAL | Céréales gourmandes
Sarrasin aux crevettes | PLAT_PRINCIPAL | Céréales gourmandes
Polenta aux légumes | ACCOMPAGNEMENT | Céréales gourmandes
Polenta gratinée | ACCOMPAGNEMENT | Céréales gourmandes
Raviolis ricotta-épinards | PLAT_PRINCIPAL | Pâtes farcies
Raviolis aux herbes | PLAT_PRINCIPAL | Pâtes farcies
Tortellinis au jambon | PLAT_PRINCIPAL | Pâtes farcies
Tortellinis aux épinards | PLAT_PRINCIPAL | Pâtes farcies
Tortellinis au fromage | PLAT_PRINCIPAL | Pâtes farcies
Tortellinis aux champignons | PLAT_PRINCIPAL | Pâtes farcies
Cannellonis farcis au poulet | PLAT_PRINCIPAL | Pâtes farcies
Cannellonis farcis au poisson | PLAT_PRINCIPAL | Pâtes farcies
Raviolis aux crevettes | PLAT_PRINCIPAL | Pâtes farcies
Raviolis au potiron | PLAT_PRINCIPAL | Pâtes farcies
Raviolis aux truffes | PLAT_PRINCIPAL | Pâtes farcies
Nouilles sautées au bœuf | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées aux champignons | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées au curry doux | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées aux carottes | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées aux brocolis | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées aux épinards | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées au sésame | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées au citron | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Nouilles sautées au gingembre | PLAT_PRINCIPAL | Nouilles asiatiques accessibles
Couscous aux carottes | PLAT_PRINCIPAL | Couscous
Couscous aux poivrons | PLAT_PRINCIPAL | Couscous
Couscous aux épinards | PLAT_PRINCIPAL | Couscous
Couscous aux courges | PLAT_PRINCIPAL | Couscous
Couscous aux herbes | PLAT_PRINCIPAL | Couscous
Couscous aux petits pois | PLAT_PRINCIPAL | Couscous
Paella valenciana | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Paella aux fruits de mer | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté thaï | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté au poulet | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Arroz con pollo | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Biryani de légumes | ACCOMPAGNEMENT | Plats de riz du monde accessibles
Biryani au poulet | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Biryani aux crevettes | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté indonésien (nasi goreng) | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté coréen (bibimbap) | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté japonais (yakimeshi) | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté aux champignons | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Riz sauté au curry doux | PLAT_PRINCIPAL | Plats de riz du monde accessibles
Gratin de pâtes aux légumes grillés | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes au saumon fumé | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes au jambon cru | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes aux tomates séchées | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes au roquefort | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes aux champignons et gorgonzola | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes au chèvre frais | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes au curry | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes aux asperges | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes aux artichauts | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes aux truffes | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes au thon | ACCOMPAGNEMENT | Gratins de pâtes originaux
Gratin de pâtes variées | ACCOMPAGNEMENT | Gratins de pâtes originaux
Risotto aux champignons et truffes | PLAT_PRINCIPAL | Risottos originaux
Risotto au citron | PLAT_PRINCIPAL | Risottos originaux
Risotto aux courgettes et chèvre | PLAT_PRINCIPAL | Risottos originaux
Risotto aux tomates séchées et basilic | PLAT_PRINCIPAL | Risottos originaux
Risotto aux asperges vertes | PLAT_PRINCIPAL | Risottos originaux
Risotto aux fruits de mer et safran | PLAT_PRINCIPAL | Risottos originaux
Risotto au potiron et parmesan | PLAT_PRINCIPAL | Risottos originaux
Risotto aux poireaux et bacon | PLAT_PRINCIPAL | Risottos originaux
Risotto aux épinards et ricotta | PLAT_PRINCIPAL | Risottos originaux
Risotto aux carottes et cumin | PLAT_PRINCIPAL | Risottos originaux
Risotto aux petits pois et menthe | PLAT_PRINCIPAL | Risottos originaux
Risotto aux moules et vin blanc | PLAT_PRINCIPAL | Risottos originaux
Risotto aux cèpes et persil | PLAT_PRINCIPAL | Risottos originaux
Risotto aux oignons rouges | PLAT_PRINCIPAL | Risottos originaux
Risotto aux crevettes et citron vert | PLAT_PRINCIPAL | Risottos originaux
Risotto aux artichauts et parmesan | PLAT_PRINCIPAL | Risottos originaux
Risotto aux brocolis et gorgonzola | PLAT_PRINCIPAL | Risottos originaux
Salade de pâtes aux légumes | ENTREE | Pâtes froides (salades)
Salade de pâtes au thon | ENTREE | Pâtes froides (salades)
Salade de pâtes au poulet | ENTREE | Pâtes froides (salades)
Salade de pâtes aux crevettes | ENTREE | Pâtes froides (salades)
Salade de pâtes aux champignons | ENTREE | Pâtes froides (salades)
Salade de pâtes aux poivrons | ENTREE | Pâtes froides (salades)
Salade de pâtes aux aubergines | ENTREE | Pâtes froides (salades)
Salade de pâtes au curry doux | ENTREE | Pâtes froides (salades)
Salade de pâtes aux brocolis | ENTREE | Pâtes froides (salades)
Salade de pâtes variées | ENTREE | Pâtes froides (salades)
Quinoa aux légumes grillés | ACCOMPAGNEMENT | Plats complets céréales & légumes
Quinoa aux épinards et feta | ACCOMPAGNEMENT | Plats complets céréales & légumes
Quinoa aux carottes et cumin | ACCOMPAGNEMENT | Plats complets céréales & légumes
Boulgour aux tomates et pois chiches | ACCOMPAGNEMENT | Plats complets céréales & légumes
Boulgour aux courgettes et herbes | ACCOMPAGNEMENT | Plats complets céréales & légumes
Boulgour au chou-fleur | ACCOMPAGNEMENT | Plats complets céréales & légumes
Millet aux légumes variés et curry | ACCOMPAGNEMENT | Plats complets céréales & légumes
Millet aux poivrons et tomates | ACCOMPAGNEMENT | Plats complets céréales & légumes
Millet aux champignons et persil | ACCOMPAGNEMENT | Plats complets céréales & légumes
Épeautre aux légumes et parmesan | ACCOMPAGNEMENT | Plats complets céréales & légumes
Épeautre aux asperges et bacon | ACCOMPAGNEMENT | Plats complets céréales & légumes
Épeautre aux courgettes et chèvre | ACCOMPAGNEMENT | Plats complets céréales & légumes
Sarrasin aux légumes racines | ACCOMPAGNEMENT | Plats complets céréales & légumes
Sarrasin aux champignons et oignons | ACCOMPAGNEMENT | Plats complets céréales & légumes
Sarrasin au chou et carottes | ACCOMPAGNEMENT | Plats complets céréales & légumes
Orge perlé aux légumes et lardons | ACCOMPAGNEMENT | Plats complets céréales & légumes
Orge perlé aux champignons et crème | DESSERT | Plats complets céréales & légumes
Orge perlé aux poireaux et saumon | ACCOMPAGNEMENT | Plats complets céréales & légumes
Polenta aux légumes grillés | ACCOMPAGNEMENT | Plats complets céréales & légumes
Polenta aux champignons et gorgonzola | ACCOMPAGNEMENT | Plats complets céréales & légumes
Galettes de millet | PLAT_PRINCIPAL | Galettes de céréales
Galettes d’épeautre | PLAT_PRINCIPAL | Galettes de céréales
Galettes d’orge | PLAT_PRINCIPAL | Galettes de céréales
Galettes de polenta | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux légumes | ACCOMPAGNEMENT | Galettes de céréales
Galettes aux champignons | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux carottes | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux poivrons | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux aubergines | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux brocolis | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux épinards | PLAT_PRINCIPAL | Galettes de céréales
Galettes aux herbes | PLAT_PRINCIPAL | Galettes de céréales
Soupe de quinoa aux légumes | ENTREE | Soupes & bouillons à base de céréales
Soupe de millet aux carottes | ENTREE | Soupes & bouillons à base de céréales
Soupe d’épeautre aux poireaux | ENTREE | Soupes & bouillons à base de céréales
Soupe de sarrasin aux champignons | ENTREE | Soupes & bouillons à base de céréales
Soupe d’orge aux légumes | ENTREE | Soupes & bouillons à base de céréales
Soupe de polenta au fromage | ENTREE | Soupes & bouillons à base de céréales
Soupe de lentilles et quinoa | ENTREE | Soupes & bouillons à base de céréales
Soupe de pois chiches et boulgour | ENTREE | Soupes & bouillons à base de céréales
Soupe aux légumes et millet | ENTREE | Soupes & bouillons à base de céréales
Soupe d’épeautre et carottes | ENTREE | Soupes & bouillons à base de céréales
Soupe d’orge aux champignons | ENTREE | Soupes & bouillons à base de céréales
Soupe de quinoa aux poivrons | ENTREE | Soupes & bouillons à base de céréales
Soupe de boulgour au chou | ENTREE | Soupes & bouillons à base de céréales
Soupe d’épeautre au céleri | ENTREE | Soupes & bouillons à base de céréales
Soupe de sarrasin aux herbes | ENTREE | Soupes & bouillons à base de céréales
Soupe de polenta aux épinards | ENTREE | Soupes & bouillons à base de céréales
Lasagnes au foie gras | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Paella royale | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Pâtes aux cèpes et truffes | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Raviolis au homard | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Cannellonis aux langoustines | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Risotto au champagne | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Paella aux gambas | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Risotto aux saint-jacques | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Pâtes aux girolles | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Raviolis au gibier | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Risotto aux langoustines | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Risotto au homard | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Pâtes aux morilles | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Cannellonis aux cèpes | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Risotto au vin rouge | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Paella aux coquillages variés | PLAT_PRINCIPAL | Plats festifs à base de pâtes & riz
Quinoa aux fruits secs | PLAT_PRINCIPAL | Recettes originales de céréales
Boulgour aux épices orientales | PLAT_PRINCIPAL | Recettes originales de céréales
Millet au lait de coco | PLAT_PRINCIPAL | Recettes originales de céréales
Épeautre aux algues | PLAT_PRINCIPAL | Recettes originales de céréales
Sarrasin aux champignons asiatiques | PLAT_PRINCIPAL | Recettes originales de céréales
Orge perlé aux herbes | PLAT_PRINCIPAL | Recettes originales de céréales
Polenta aux champignons exotiques | PLAT_PRINCIPAL | Recettes originales de céréales
Quinoa aux légumes asiatiques | ACCOMPAGNEMENT | Recettes originales de céréales
Boulgour aux herbes fraîches | PLAT_PRINCIPAL | Recettes originales de céréales
Millet aux légumes exotiques | ACCOMPAGNEMENT | Recettes originales de céréales
Épeautre au curry doux | PLAT_PRINCIPAL | Recettes originales de céréales
Sarrasin aux légumes asiatiques | ACCOMPAGNEMENT | Recettes originales de céréales
Orge perlé au miso | PLAT_PRINCIPAL | Recettes originales de céréales
Polenta au parmesan et truffes | PLAT_PRINCIPAL | Recettes originales de céréales
Quinoa aux épices indiennes | PLAT_PRINCIPAL | Recettes originales de céréales
Boulgour aux fruits secs | PLAT_PRINCIPAL | Recettes originales de céréales
Millet aux épinards et fromage | PLAT_PRINCIPAL | Recettes originales de céréales
Épeautre aux champignons sauvages | PLAT_PRINCIPAL | Recettes originales de céréales
Sarrasin au fromage | PLAT_PRINCIPAL | Recettes originales de céréales
Cabillaud au four à l’ail et citron | PLAT_PRINCIPAL | Poissons blancs au four
Cabillaud au four à la crème | DESSERT | Poissons blancs au four
Cabillaud au four aux herbes | PLAT_PRINCIPAL | Poissons blancs au four
Cabillaud au four aux tomates | PLAT_PRINCIPAL | Poissons blancs au four
Cabillaud au four aux poivrons | PLAT_PRINCIPAL | Poissons blancs au four
Cabillaud au four au curry doux | PLAT_PRINCIPAL | Poissons blancs au four
Colin au four au beurre | PLAT_PRINCIPAL | Poissons blancs au four
Colin au four aux légumes | ACCOMPAGNEMENT | Poissons blancs au four
Colin au four à la moutarde | PLAT_PRINCIPAL | Poissons blancs au four
Merlan au four à l’ail | PLAT_PRINCIPAL | Poissons blancs au four
Merlan au four aux tomates | PLAT_PRINCIPAL | Poissons blancs au four
Merlan au four au vin blanc | PLAT_PRINCIPAL | Poissons blancs au four
Merlan au four aux herbes | PLAT_PRINCIPAL | Poissons blancs au four
Lieu noir au four | PLAT_PRINCIPAL | Poissons blancs au four
Lieu noir au four au citron | PLAT_PRINCIPAL | Poissons blancs au four
Cabillaud à la crème | DESSERT | Poissons blancs en sauce
Cabillaud sauce moutarde | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce tomate | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce curry doux | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce au vin blanc | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce aux champignons | ACCOMPAGNEMENT | Poissons blancs en sauce
Colin sauce à l’oseille | ACCOMPAGNEMENT | Poissons blancs en sauce
Colin sauce moutarde | ACCOMPAGNEMENT | Poissons blancs en sauce
Colin sauce au beurre blanc | ACCOMPAGNEMENT | Poissons blancs en sauce
Merlan sauce tomate | ACCOMPAGNEMENT | Poissons blancs en sauce
Merlan sauce crème | DESSERT | Poissons blancs en sauce
Merlan sauce aux herbes | ACCOMPAGNEMENT | Poissons blancs en sauce
Lieu noir sauce au curry doux | ACCOMPAGNEMENT | Poissons blancs en sauce
Lieu noir sauce au beurre | ACCOMPAGNEMENT | Poissons blancs en sauce
Lieu noir sauce tomate | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce aux poireaux | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce aux carottes | ACCOMPAGNEMENT | Poissons blancs en sauce
Colin sauce aux oignons | ACCOMPAGNEMENT | Poissons blancs en sauce
Merlan sauce aux champignons | ACCOMPAGNEMENT | Poissons blancs en sauce
Cabillaud sauce au citron | ACCOMPAGNEMENT | Poissons blancs en sauce
Saumon au four | PLAT_PRINCIPAL | Saumon
Saumon grillé | PLAT_PRINCIPAL | Saumon
Saumon en papillote | PLAT_PRINCIPAL | Saumon
Saumon au pesto | PLAT_PRINCIPAL | Saumon
Saumon au miel | PLAT_PRINCIPAL | Saumon
Saumon au citron | PLAT_PRINCIPAL | Saumon
Saumon aux herbes | PLAT_PRINCIPAL | Saumon
Saumon au curry doux | PLAT_PRINCIPAL | Saumon
Saumon sauce soja | ACCOMPAGNEMENT | Saumon
Saumon aux légumes grillés | ACCOMPAGNEMENT | Saumon
Saumon à l’aneth | PLAT_PRINCIPAL | Saumon
Saumon au beurre blanc | PLAT_PRINCIPAL | Saumon
Saumon au four aux tomates | PLAT_PRINCIPAL | Saumon
Saumon en croûte d’herbes | PLAT_PRINCIPAL | Saumon
Saumon mariné grillé | PLAT_PRINCIPAL | Saumon
Saumon poêlé | PLAT_PRINCIPAL | Saumon
Saumon au gingembre | PLAT_PRINCIPAL | Saumon
Saumon teriyaki | PLAT_PRINCIPAL | Saumon
Saumon au vin blanc | PLAT_PRINCIPAL | Saumon
Truite meunière | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite au four au citron | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite en papillote | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite grillée | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite au beurre | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite aux herbes | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite aux tomates | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite au curry doux | PLAT_PRINCIPAL | Truite & autres poissons gras
Truite aux champignons | PLAT_PRINCIPAL | Truite & autres poissons gras
Maquereau grillé | PLAT_PRINCIPAL | Truite & autres poissons gras
Maquereau à la moutarde | PLAT_PRINCIPAL | Truite & autres poissons gras
Maquereau au vin blanc | PLAT_PRINCIPAL | Truite & autres poissons gras
Maquereau au four | PLAT_PRINCIPAL | Truite & autres poissons gras
Sardines grillées | PLAT_PRINCIPAL | Truite & autres poissons gras
Sardines au four | PLAT_PRINCIPAL | Truite & autres poissons gras
Sardines marinées | PLAT_PRINCIPAL | Truite & autres poissons gras
Hareng fumé en salade | PLAT_PRINCIPAL | Truite & autres poissons gras
Thon grillé | PLAT_PRINCIPAL | Thon & espadon
Thon mi-cuit | PLAT_PRINCIPAL | Thon & espadon
Thon mariné au citron | PLAT_PRINCIPAL | Thon & espadon
Thon à la tomate | PLAT_PRINCIPAL | Thon & espadon
Thon à la provençale | PLAT_PRINCIPAL | Thon & espadon
Thon au curry doux | PLAT_PRINCIPAL | Thon & espadon
Thon aux oignons | PLAT_PRINCIPAL | Thon & espadon
Thon aux poivrons | PLAT_PRINCIPAL | Thon & espadon
Thon aux courgettes | PLAT_PRINCIPAL | Thon & espadon
Thon aux aubergines | PLAT_PRINCIPAL | Thon & espadon
Thon aux champignons | PLAT_PRINCIPAL | Thon & espadon
Thon aux herbes | PLAT_PRINCIPAL | Thon & espadon
Thon au vin blanc | PLAT_PRINCIPAL | Thon & espadon
Thon à l’ail | PLAT_PRINCIPAL | Thon & espadon
Thon à la moutarde | PLAT_PRINCIPAL | Thon & espadon
Espadon grillé | PLAT_PRINCIPAL | Thon & espadon
Espadon au four | PLAT_PRINCIPAL | Thon & espadon
Espadon mariné | PLAT_PRINCIPAL | Thon & espadon
Espadon au citron | PLAT_PRINCIPAL | Thon & espadon
Moules au curry doux | PLAT_PRINCIPAL | Fruits de mer simples
Coques au vin blanc | PLAT_PRINCIPAL | Fruits de mer simples
Palourdes à l’ail | PLAT_PRINCIPAL | Fruits de mer simples
Bigorneaux nature | PLAT_PRINCIPAL | Fruits de mer simples
Huîtres nature | PLAT_PRINCIPAL | Fruits de mer simples
Saint-Jacques poêlées | PLAT_PRINCIPAL | Fruits de mer simples
Saint-Jacques au curry doux | PLAT_PRINCIPAL | Fruits de mer simples
Saint-Jacques au vin blanc | PLAT_PRINCIPAL | Fruits de mer simples
Crevettes au curry doux | PLAT_PRINCIPAL | Fruits de mer simples
Crevettes sautées au persil | PLAT_PRINCIPAL | Fruits de mer simples
Crevettes au citron | PLAT_PRINCIPAL | Fruits de mer simples
Gambas grillées | PLAT_PRINCIPAL | Fruits de mer simples
Moules sauce tomate | ACCOMPAGNEMENT | Fruits de mer en sauce
Moules sauce au roquefort | ACCOMPAGNEMENT | Fruits de mer en sauce
Moules sauce safran | ACCOMPAGNEMENT | Fruits de mer en sauce
Moules sauce au vin blanc | ACCOMPAGNEMENT | Fruits de mer en sauce
Coques sauce crème | DESSERT | Fruits de mer en sauce
Palourdes sauce au curry doux | ACCOMPAGNEMENT | Fruits de mer en sauce
Palourdes sauce aux herbes | ACCOMPAGNEMENT | Fruits de mer en sauce
Saint-Jacques sauce au champagne | ACCOMPAGNEMENT | Fruits de mer en sauce
Saint-Jacques sauce tomate | ACCOMPAGNEMENT | Fruits de mer en sauce
Crevettes sauce coco | ACCOMPAGNEMENT | Fruits de mer en sauce
Crevettes sauce à l’ail | ACCOMPAGNEMENT | Fruits de mer en sauce
Gambas sauce armoricaine | ACCOMPAGNEMENT | Fruits de mer en sauce
Langoustines sauce à l’ail | ACCOMPAGNEMENT | Fruits de mer en sauce
Langoustines sauce tomate | ACCOMPAGNEMENT | Fruits de mer en sauce
Langoustines sauce au vin blanc | ACCOMPAGNEMENT | Fruits de mer en sauce
Crevettes sauce épicée | ACCOMPAGNEMENT | Fruits de mer en sauce
Crevettes sauce au beurre blanc | ACCOMPAGNEMENT | Fruits de mer en sauce
Soupe de poisson | ENTREE | Soupes & plats mijotés de la mer
Soupe de poisson à la provençale | ENTREE | Soupes & plats mijotés de la mer
Soupe de poisson aux légumes | ENTREE | Soupes & plats mijotés de la mer
Chaudrée de poisson | ENTREE | Soupes & plats mijotés de la mer
Soupe de coques | ENTREE | Soupes & plats mijotés de la mer
Marmite dieppoise | ENTREE | Soupes & plats mijotés de la mer
Marmite de poisson au cidre | ENTREE | Soupes & plats mijotés de la mer
Ragoût de poisson | ENTREE | Soupes & plats mijotés de la mer
Navarin de la mer | ENTREE | Soupes & plats mijotés de la mer
Cabillaud grillé | PLAT_PRINCIPAL | Poissons grillés
Colin grillé | PLAT_PRINCIPAL | Poissons grillés
Merlan grillé | PLAT_PRINCIPAL | Poissons grillés
Lieu noir grillé | PLAT_PRINCIPAL | Poissons grillés
Saumon grillé à l’aneth | PLAT_PRINCIPAL | Poissons grillés
Saumon grillé au citron | PLAT_PRINCIPAL | Poissons grillés
Truite grillée aux amandes | PLAT_PRINCIPAL | Poissons grillés
Maquereau grillé aux herbes | PLAT_PRINCIPAL | Poissons grillés
Sardines grillées au barbecue | PLAT_PRINCIPAL | Poissons grillés
Espadon grillé aux épices | PLAT_PRINCIPAL | Poissons grillés
Thon grillé au soja | PLAT_PRINCIPAL | Poissons grillés
Cabillaud grillé aux tomates | PLAT_PRINCIPAL | Poissons grillés
Colin grillé au beurre | PLAT_PRINCIPAL | Poissons grillés
Merlan grillé à la moutarde | PLAT_PRINCIPAL | Poissons grillés
Lieu noir grillé aux poivrons | PLAT_PRINCIPAL | Poissons grillés
Saumon grillé au pesto | PLAT_PRINCIPAL | Poissons grillés
Truite grillée au vin blanc | PLAT_PRINCIPAL | Poissons grillés
Maquereau grillé au citron | PLAT_PRINCIPAL | Poissons grillés
Sardines grillées au four | PLAT_PRINCIPAL | Poissons grillés
Thon grillé au curry doux | PLAT_PRINCIPAL | Poissons grillés
Cabillaud poché au lait | PLAT_PRINCIPAL | Poissons pochés & vapeur
Colin poché au vin blanc | PLAT_PRINCIPAL | Poissons pochés & vapeur
Merlan vapeur aux légumes | ACCOMPAGNEMENT | Poissons pochés & vapeur
Merlan poché aux champignons | PLAT_PRINCIPAL | Poissons pochés & vapeur
Lieu noir vapeur à la moutarde | PLAT_PRINCIPAL | Poissons pochés & vapeur
Lieu noir poché au beurre | PLAT_PRINCIPAL | Poissons pochés & vapeur
Saumon vapeur à l’aneth | PLAT_PRINCIPAL | Poissons pochés & vapeur
Truite vapeur aux herbes | PLAT_PRINCIPAL | Poissons pochés & vapeur
Truite poché au cidre | PLAT_PRINCIPAL | Poissons pochés & vapeur
Maquereau vapeur aux oignons | PLAT_PRINCIPAL | Poissons pochés & vapeur
Espadon vapeur aux tomates | PLAT_PRINCIPAL | Poissons pochés & vapeur
Thon vapeur aux courgettes | PLAT_PRINCIPAL | Poissons pochés & vapeur
Saumonette vapeur au citron | PLAT_PRINCIPAL | Poissons pochés & vapeur
Cabillaud vapeur aux poireaux | PLAT_PRINCIPAL | Poissons pochés & vapeur
Colin vapeur aux carottes | PLAT_PRINCIPAL | Poissons pochés & vapeur
Merlan vapeur aux brocolis | PLAT_PRINCIPAL | Poissons pochés & vapeur
Tartare de saumon | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de thon | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de bar | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de daurade | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de cabillaud | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de maquereau | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de truite | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de bar | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de cabillaud | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de thon | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de daurade | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de saumon | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de Saint-Jacques | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de maquereau | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de lieu noir | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de saumon-avocat | PLAT_PRINCIPAL | Tartares & ceviches
Tartare de thon-sésame | PLAT_PRINCIPAL | Tartares & ceviches
Ceviche de poisson blanc | PLAT_PRINCIPAL | Tartares & ceviches
Truite farcie aux herbes | PLAT_PRINCIPAL | Poissons farcis
Truite farcie aux champignons | PLAT_PRINCIPAL | Poissons farcis
Truite farcie aux épinards | PLAT_PRINCIPAL | Poissons farcis
Truite farcie au saumon fumé | PLAT_PRINCIPAL | Poissons farcis
Cabillaud farci aux légumes | ACCOMPAGNEMENT | Poissons farcis
Cabillaud farci aux crevettes | PLAT_PRINCIPAL | Poissons farcis
Cabillaud farci aux champignons | PLAT_PRINCIPAL | Poissons farcis
Cabillaud farci au jambon | PLAT_PRINCIPAL | Poissons farcis
Saumon farci aux épinards | PLAT_PRINCIPAL | Poissons farcis
Saumon farci aux poireaux | PLAT_PRINCIPAL | Poissons farcis
Saumon farci au riz | PLAT_PRINCIPAL | Poissons farcis
Saumon farci aux légumes | ACCOMPAGNEMENT | Poissons farcis
Saumon farci au fromage frais | PLAT_PRINCIPAL | Poissons farcis
Merlan farci aux herbes | PLAT_PRINCIPAL | Poissons farcis
Merlan farci aux tomates | PLAT_PRINCIPAL | Poissons farcis
Maquereau farci au riz | PLAT_PRINCIPAL | Poissons farcis
Maquereau farci aux légumes | ACCOMPAGNEMENT | Poissons farcis
Moules farcies | PLAT_PRINCIPAL | Recettes de coquillages
Bulots farcis | PLAT_PRINCIPAL | Recettes de coquillages
Huîtres farcies | PLAT_PRINCIPAL | Recettes de coquillages
Saint-Jacques gratinées | ACCOMPAGNEMENT | Recettes de coquillages
Saint-Jacques farcies | PLAT_PRINCIPAL | Recettes de coquillages
Coquilles Saint-Jacques à la bretonne | PLAT_PRINCIPAL | Recettes de coquillages
Moules farcies à la tomate | PLAT_PRINCIPAL | Recettes de coquillages
