id,recipe_id,step_number,description
1621,542,1,Préparer tous les ingrédients pour Pounti auvergnat
1622,542,2,Suivre les étapes de préparation classiques pour cette recette
1623,542,3,Servir et déguster
1624,543,1,Préparer tous les ingrédients pour Farçous aveyronnais
1625,543,2,Suivre les étapes de préparation classiques pour cette recette
1626,543,3,Servir et déguster
1627,544,1,Préparer tous les ingrédients pour Crique ardéchoise (galette de pommes de terre)
1628,544,2,Suivre les étapes de préparation classiques pour cette recette
1629,544,3,Servir et déguster
1630,545,1,Préparer tous les ingrédients pour Cardons à la moelle lyonnais
1631,545,2,Suivre les étapes de préparation classiques pour cette recette
1632,545,3,Servir et déguster
1633,546,1,Préparer tous les ingrédients pour Gratin de cardons
1634,546,2,Suivre les étapes de préparation classiques pour cette recette
1635,546,3,Servir et déguster
1636,547,1,Préparer tous les ingrédients pour Salade de pissenlits aux lardons
1637,547,2,Suivre les étapes de préparation classiques pour cette recette
1638,547,3,Servir et déguster
1639,548,1,Préparer tous les ingrédients pour Tarte à l'oignon alsacienne
1640,548,2,Suivre les étapes de préparation classiques pour cette recette
1641,548,3,Servir et déguster
1642,549,1,Préparer tous les ingrédients pour Salsifis à la crème
1643,549,2,Suivre les étapes de préparation classiques pour cette recette
1644,549,3,Servir et déguster
1645,550,1,Préparer tous les ingrédients pour Poêlée de cèpes à la bordelaise
1646,550,2,Suivre les étapes de préparation classiques pour cette recette
1647,550,3,Servir et déguster
1648,551,1,Préparer tous les ingrédients pour Farcis niçois
1649,551,2,Suivre les étapes de préparation classiques pour cette recette
1650,551,3,Servir et déguster
1651,552,1,Préparer tous les ingrédients pour Pan bagnat (le vrai)
1652,552,2,Suivre les étapes de préparation classiques pour cette recette
1653,552,3,Servir et déguster
1654,553,1,Préparer tous les ingrédients pour Soupe au pistou
1655,553,2,Suivre les étapes de préparation classiques pour cette recette
1656,553,3,Servir et déguster
1657,554,1,Préparer tous les ingrédients pour Tourton des Alpes
1658,554,2,Suivre les étapes de préparation classiques pour cette recette
1659,554,3,Servir et déguster
1660,555,1,Préparer tous les ingrédients pour Oreilles d'âne du Valgaudemar (gratin d'épinards)
1661,555,2,Suivre les étapes de préparation classiques pour cette recette
1662,555,3,Servir et déguster
1663,556,1,Préparer tous les ingrédients pour Pôchouse de Verdun-sur-le-Doubs (version légumes)
1664,556,2,Suivre les étapes de préparation classiques pour cette recette
1665,556,3,Servir et déguster
1666,557,1,Préparer tous les ingrédients pour Pâté de pommes de terre du Limousin
1667,557,2,Suivre les étapes de préparation classiques pour cette recette
1668,557,3,Servir et déguster
1669,558,1,Préparer tous les ingrédients pour Flaugnarde aux pommes
1670,558,2,Suivre les étapes de préparation classiques pour cette recette
1671,558,3,Servir et déguster
1672,559,1,Préparer tous les ingrédients pour Millassou (galette de pomme de terre)
1673,559,2,Suivre les étapes de préparation classiques pour cette recette
1674,559,3,Servir et déguster
1675,560,1,Préparer tous les ingrédients pour Escargots de Bourgogne
1676,560,2,Suivre les étapes de préparation classiques pour cette recette
1677,560,3,Servir et déguster
1678,561,1,Préparer tous les ingrédients pour Lentilles vertes du Berry en salade
1679,561,2,Suivre les étapes de préparation classiques pour cette recette
1680,561,3,Servir et déguster
1681,562,1,Préparer tous les ingrédients pour Ceviche péruvien
1682,562,2,Suivre les étapes de préparation classiques pour cette recette
1683,562,3,Servir et déguster
1684,563,1,Préparer tous les ingrédients pour Lomo saltado (sauté de bœuf péruvien)
1685,563,2,Suivre les étapes de préparation classiques pour cette recette
1686,563,3,Servir et déguster
1687,564,1,Préparer tous les ingrédients pour Aji de gallina (poulet en sauce pimentée)
1688,564,2,Suivre les étapes de préparation classiques pour cette recette
1689,564,3,Servir et déguster
1690,565,1,Préparer tous les ingrédients pour Feijoada brésilienne
1691,565,2,Suivre les étapes de préparation classiques pour cette recette
1692,565,3,Servir et déguster
1693,566,1,Préparer tous les ingrédients pour Pão de queijo (pains au fromage brésiliens)
1694,566,2,Suivre les étapes de préparation classiques pour cette recette
1695,566,3,Servir et déguster
1696,567,1,Préparer tous les ingrédients pour Moqueca de peixe (ragoût de poisson brésilien)
1697,567,2,Suivre les étapes de préparation classiques pour cette recette
1698,567,3,Servir et déguster
1699,568,1,Préparer tous les ingrédients pour Ropa vieja cubaine (bœuf effiloché)
1700,568,2,Suivre les étapes de préparation classiques pour cette recette
1701,568,3,Servir et déguster
1702,569,1,Préparer tous les ingrédients pour Picadillo
1703,569,2,Suivre les étapes de préparation classiques pour cette recette
1704,569,3,Servir et déguster
1705,570,1,Préparer tous les ingrédients pour Arroz con pollo
1706,570,2,Suivre les étapes de préparation classiques pour cette recette
1707,570,3,Servir et déguster
1708,571,1,Préparer tous les ingrédients pour Sancocho (soupe colombienne)
1709,571,2,Suivre les étapes de préparation classiques pour cette recette
1710,571,3,Servir et déguster
1711,572,1,Préparer tous les ingrédients pour Bandeja paisa (plat complet colombien)
1712,572,2,Suivre les étapes de préparation classiques pour cette recette
1713,572,3,Servir et déguster
1714,573,1,Préparer tous les ingrédients pour Chiles rellenos (piments farcis mexicains)
1715,573,2,Suivre les étapes de préparation classiques pour cette recette
1716,573,3,Servir et déguster
1717,574,1,Préparer tous les ingrédients pour Mole poblano
1718,574,2,Suivre les étapes de préparation classiques pour cette recette
1719,574,3,Servir et déguster
1720,575,1,Préparer tous les ingrédients pour Cochinita pibil
1721,575,2,Suivre les étapes de préparation classiques pour cette recette
1722,575,3,Servir et déguster
1723,576,1,Préparer tous les ingrédients pour Pozole (soupe mexicaine)
1724,576,2,Suivre les étapes de préparation classiques pour cette recette
1725,576,3,Servir et déguster
1726,577,1,Préparer tous les ingrédients pour Tamales
1727,577,2,Suivre les étapes de préparation classiques pour cette recette
1728,577,3,Servir et déguster
1729,578,1,Préparer tous les ingrédients pour Pastel de choclo (gâteau de maïs chilien)
1730,578,2,Suivre les étapes de préparation classiques pour cette recette
1731,578,3,Servir et déguster
1732,579,1,Préparer tous les ingrédients pour Humitas
1733,579,2,Suivre les étapes de préparation classiques pour cette recette
1734,579,3,Servir et déguster
1735,580,1,Préparer tous les ingrédients pour Gallo pinto (riz et haricots du Costa Rica)
1736,580,2,Suivre les étapes de préparation classiques pour cette recette
1737,580,3,Servir et déguster
1738,581,1,Préparer tous les ingrédients pour Patacones (bananes plantain frites)
1739,581,2,Suivre les étapes de préparation classiques pour cette recette
1740,581,3,Servir et déguster
1741,582,1,Préparer tous les ingrédients pour Tajine de poulet aux citrons confits et olives
1742,582,2,Suivre les étapes de préparation classiques pour cette recette
1743,582,3,Servir et déguster
1744,583,1,Préparer tous les ingrédients pour Tajine de kefta aux œufs
1745,583,2,Suivre les étapes de préparation classiques pour cette recette
1746,583,3,Servir et déguster
1747,584,1,"Préparer tous les ingrédients pour Couscous royal (sept légumes, différentes viandes)"
1748,584,2,Suivre les étapes de préparation classiques pour cette recette
1749,584,3,Servir et déguster
1750,585,1,Préparer tous les ingrédients pour Pastilla au poulet et aux amandes
1751,585,2,Suivre les étapes de préparation classiques pour cette recette
1752,585,3,Servir et déguster
1753,586,1,"Préparer tous les ingrédients pour Rfissa marocaine (poulet, lentilles, msemen)"
1754,586,2,Suivre les étapes de préparation classiques pour cette recette
1755,586,3,Servir et déguster
1756,587,1,Préparer tous les ingrédients pour Tanjia marrakchia
1757,587,2,Suivre les étapes de préparation classiques pour cette recette
1758,587,3,Servir et déguster
1759,588,1,Préparer tous les ingrédients pour Bissara (soupe de fèves)
1760,588,2,Suivre les étapes de préparation classiques pour cette recette
1761,588,3,Servir et déguster
1762,589,1,Préparer tous les ingrédients pour Zaalouk (salade d'aubergines cuite)
1763,589,2,Suivre les étapes de préparation classiques pour cette recette
1764,589,3,Servir et déguster
1765,590,1,Préparer tous les ingrédients pour Poulet Yassa sénégalais
1766,590,2,Suivre les étapes de préparation classiques pour cette recette
1767,590,3,Servir et déguster
1768,591,1,Préparer tous les ingrédients pour Mafé (sauce à base d'arachide)
1769,591,2,Suivre les étapes de préparation classiques pour cette recette
1770,591,3,Servir et déguster
1771,592,1,Préparer tous les ingrédients pour Thieboudienne (riz au poisson sénégalais)
1772,592,2,Suivre les étapes de préparation classiques pour cette recette
1773,592,3,Servir et déguster
1774,593,1,Préparer tous les ingrédients pour Doro Wat (ragoût de poulet éthiopien)
1775,593,2,Suivre les étapes de préparation classiques pour cette recette
1776,593,3,Servir et déguster
1777,594,1,Préparer tous les ingrédients pour Injera (crêpe éthiopienne au teff)
1778,594,2,Suivre les étapes de préparation classiques pour cette recette
1779,594,3,Servir et déguster
1780,595,1,Préparer tous les ingrédients pour Shish Taouk (brochettes de poulet libanaises)
1781,595,2,Suivre les étapes de préparation classiques pour cette recette
1782,595,3,Servir et déguster
1783,596,1,Préparer tous les ingrédients pour Shawarma
1784,596,2,Suivre les étapes de préparation classiques pour cette recette
1785,596,3,Servir et déguster
1786,597,1,Préparer tous les ingrédients pour Manakish au zaatar (pizza libanaise)
1787,597,2,Suivre les étapes de préparation classiques pour cette recette
1788,597,3,Servir et déguster
1789,598,1,Préparer tous les ingrédients pour Kibbeh (boulettes de boulgour et viande)
1790,598,2,Suivre les étapes de préparation classiques pour cette recette
1791,598,3,Servir et déguster
1792,599,1,Préparer tous les ingrédients pour Dolmas (feuilles de vigne farcies)
1793,599,2,Suivre les étapes de préparation classiques pour cette recette
1794,599,3,Servir et déguster
1795,600,1,Préparer tous les ingrédients pour Shakshuka (version plus élaborée)
1796,600,2,Suivre les étapes de préparation classiques pour cette recette
1797,600,3,Servir et déguster
1798,601,1,Préparer tous les ingrédients pour Fatteh (plat libanais à base de pain pita)
1799,601,2,Suivre les étapes de préparation classiques pour cette recette
1800,601,3,Servir et déguster
