id,canonical_food_id,cultivar_name,synonyms,notes,created_at,updated_at,density_g_per_ml,grams_per_unit
219,1053,Ditta,,"Chair ferme jaune foncé, tardive, excellente qualité culinaire",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
245,1053,Éden,,"Chair jaune farineuse, précoce, texture fondante",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
202,1053,Franceline,,"Chair ferme rouge, très précoce, excellente en salade et vapeur",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
214,1053,Francine,,"Chair ferme jaune, précoce, bonne résistance aux maladies",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
242,1053,Innovator,,"Chair jaune farineuse, longue conservation, frites de qualité",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
224,1053,Jazzy,,"Chair ferme jaune, ronde, bonne tenue, saveur douce",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
208,1053,Juliette,,"Chair ferme jaune, précoce, forme allongée régulière",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
247,1053,Kerpondy,,"Chair jaune farineuse, tardive, excellente pour industrie",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
233,1053,King Edward,,"Variété anglaise, chair crème farineuse, excellente au four",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
220,1053,Lady Christl,"{""Lady Cristl""}","Chair ferme jaune, très précoce, primeur, peau fine",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
226,1053,Laurette,,"Chair ferme jaune, précoce, texture fine et crémeuse",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
213,1053,Linzer Delikatess,,"Chair ferme jaune, forme ronde, goût fin et crémeux",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
222,1053,Maïwen,,"Chair ferme jaune, allongée, résistante au mildiou",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
251,1053,Majestic,,"Chair blanche farineuse, forme oblongue, très productive",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
229,1053,Manon,,"Chair jaune polyvalente, forme ronde, saveur douce",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
234,1053,Marabel,,"Chair jaune polyvalente, précoce, saveur douce",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
243,1053,Marfona,,"Chair jaune polyvalente, forme ronde, bonne tenue",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
241,1053,Markies,,"Chair jaune farineuse, idéale pour frites et chips",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
238,1053,Melody,,"Chair jaune polyvalente, résistante au mildiou",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
71,1053,Mona Lisa,,"Chair ferme, polyvalente, bonne résistance aux maladies",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
232,1053,Monalisa,,"Chair jaune polyvalente, forme ovale, excellente qualité",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
248,1053,Mondial,,"Chair jaune farineuse, forme ronde, bonne conservation",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
206,1053,Nicola,,"Chair ferme jaune, allongée, bonne tenue à la cuisson",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
221,1053,Noémie,,"Chair ferme jaune, demi-précoce, polyvalente",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
211,1053,Pompadour,"{""Pompadour Label Rouge""}","Chair ferme jaune, allongée, texture fondante, Label Rouge",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
70,1053,Ratte,"{""Ratte du Touquet"",""La Ratte""}","Petite pomme de terre allongée, chair ferme et goût de noisette",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
216,1053,Rosa,,"Peau et chair rosées, ferme, texture crémeuse",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
72,1053,Roseval,,"Peau et chair rosées, texture fondante, excellente en salade",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
235,1053,Russet Burbank,{Idaho},"Chair blanche farineuse, allongée, idéale pour frites",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
237,1053,Samba,,"Peau rouge, chair jaune farineuse, idéale en purée",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
244,1053,Sifra,,"Chair jaune farineuse, tardive, excellente en purée",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
231,1053,Spunta,,"Chair jaune polyvalente, allongée, très productive",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
215,1053,Stella,,"Chair ferme jaune, allongée, tenue parfaite à la cuisson",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
230,1053,Victoria,,"Chair jaune farineuse, polyvalente, bonne résistance",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
225,1053,Vitabella,,"Chair ferme jaune vif, forme ovale, goût prononcé",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
73,1053,Vitelotte,"{""Vitelotte Noire"",""Truffe de Chine""}","Chair violet foncé, variété ancienne, riche en antioxydants",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
236,1053,Yukon Gold,,"Chair jaune dorée, texture crémeuse, polyvalente",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
151,1054,Agen,"{""Prune d'Agen""}","Prune violette du Sud-Ouest, séchée pour faire les pruneaux d'Agen",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
147,1054,Golden Japan,,"Prune japonaise jaune-rouge, grosse, chair juteuse et sucrée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
145,1054,Mirabelle de Lorraine,"{""Mirabelle de Nancy""}","Petite prune jaune dorée, très sucrée et parfumée, IGP Lorraine",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
149,1054,Président,,"Grosse prune bleue tardive, chair ferme, excellente à sécher",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
146,1054,Quetsche d'Alsace,{Quetsche},"Prune violette allongée, chair ferme et acidulée, parfaite en tarte",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
144,1054,Reine Claude,"{""Reine Claude Dorée"",Greengage}","Prune verte-dorée, chair fondante et très sucrée, reine des prunes",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
150,1054,Stanley,,"Prune bleue violacée, chair ferme et sucrée, idéale pour pruneaux",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
148,1054,Victoria,,"Prune anglaise rouge-rose, polyvalente, bonne fraîche et cuite",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
289,1056,Black Spanish,"{""Noir Gros Long d'Hiver""}","Gros radis d'hiver noir, chair blanche ferme, saveur piquante",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
286,1056,Cherry Belle,,"Radis rond rouge cerise, chair blanche douce, très précoce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
290,1056,Daikon,"{""Radis Blanc du Japon""}","Grand radis blanc japonais, chair croquante, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
291,1056,Easter Egg,"{""Œuf de Pâques""}","Mélange de radis ronds colorés : rouge, rose, violet, blanc",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
282,1056,Flamboyant,{Flamino},"Radis rond rouge vif, chair blanche croquante, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
287,1056,French Breakfast,"{""Petit Déjeuner Français""}","Radis allongé rouge à bout blanc, chair croquante et douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
283,1056,Glaçon,"{""White Icicle""}","Radis blanc allongé, chair croquante et juteuse, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
284,1056,National,"{""National 2""}","Radis demi-long rouge-blanc, chair ferme, saveur prononcée",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
285,1056,Rond Écarlate,{Saxa},"Radis rond rouge précoce, chair blanche croquante",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
288,1056,Watermelon Radish,"{""Radis Pastèque"",""Red Meat""}","Radis rond vert-blanc, chair rose vif, saveur douce, se mange cru",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
913,1057,Aladin,,"Raisin noir sans pépin, gros grains ovales, chair ferme croquante sucrée, excellente conservation",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
100,1057,Alphonse Lavallée,,"Raisin noir de table, gros grains, chair ferme et juteuse",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
919,1057,Autumn Royal,,"Raisin noir tardif sans pépin, très gros grains, chair ferme croquante sucrée",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
912,1057,Bianca,,"Raisin blanc hongrois résistant, grains moyens, saveur neutre, excellent pour vin et jus",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
917,1057,Black Magic,"{""Magic Seedless""}","Raisin noir sans pépin, grains allongés, chair croquante sucrée, excellente productivité",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
920,1057,Black Pearl,"{""Perle Noire""}","Raisin noir sans pépin, grains ronds moyens, chair juteuse sucrée, très productif",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
925,1057,Boskoop Glory,,"Raisin noir hollandais, gros grains, chair juteuse sucrée, bonne résistance maladies",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
99,1057,Cardinal,,"Gros grains rouge pourpre, chair croquante, légèrement parfumé",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
893,1057,Cardinal Blanc,,"Raisin blanc précoce, très gros grains ronds, chair croquante sucrée, grappe lâche",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
889,1057,Centennial,"{""Centennial Seedless""}","Raisin blanc sans pépin, grains ovales moyens, croquant sucré, excellente conservation",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
217,1053,Anoé,,"Chair ferme jaune, allongée, très productive",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
95,1057,Chasselas,"{""Chasselas de Fontainebleau"",Fendant}","Raisin blanc de table suisse, grains dorés, chair fondante",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
895,1057,Chasselas Doré,"{""Chasselas de Fontainebleau""}","Raisin blanc classique français, grains moyens ronds, chair fondante très sucrée, arôme délicat",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
922,1057,Concord,,"Raisin noir américain, grains moyens, saveur foxée typique, excellent jus et gelée",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
918,1057,Crimson Seedless,,"Raisin rouge sans pépin, grains allongés, chair ferme croquante très sucrée",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
101,1057,Danlas,,"Raisin blanc sans pépins, grains ovales, saveur douce et sucrée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
902,1057,Danuta,,"Raisin blanc polonais résistant, gros grains, chair juteuse sucrée, bonne rusticité",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
891,1057,Exalta,,"Raisin blanc précoce, gros grains fermes, saveur équilibrée, excellente productivité",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
916,1057,Exotic,,"Raisin noir sans pépin, grains ronds moyens, chair juteuse très sucrée, saveur intense",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
909,1057,Fanny,,"Raisin blanc précoce sans pépin, grains moyens, chair ferme sucrée, résistant maladies",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
928,1057,Flame Seedless,,"Raisin rouge sans pépin, grains ronds moyens, chair croquante très sucrée, productif",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
899,1057,Flame Seedless Blanc,,"Raisin blanc rosé sans pépin, grains ronds moyens, chair croquante très sucrée",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
894,1057,Gros Vert,{Italia},"Raisin blanc tardif italien, très gros grains ovales, chair ferme musquée, excellente conservation",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
904,1057,Himrod,,"Raisin blanc sans pépin précoce, petits grains, chair croquante sucrée, très productif",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
905,1057,Interlaken,,"Raisin blanc très précoce sans pépin, petits grains, saveur douce, résistant au froid",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
97,1057,Italia,,"Gros grains jaune-vert, croquants, légèrement musqués",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
903,1057,Lakemont,,"Raisin blanc américain sans pépin, grains moyens ronds, chair tendre très sucrée",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
932,1057,Leon Millot,,"Raisin noir français hybride, grains moyens, saveur intense, excellent vin rouge, rustique",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
931,1057,Maréchal Foch,,"Raisin noir français hybride, petits grains, saveur riche, excellent vin, très rustique",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
924,1057,Muscat Bleu,,"Raisin noir musqué suisse, grains moyens, arôme muscat prononcé, résistant au froid",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
907,1057,Muscat d'Alexandrie,{Moscatel},"Raisin blanc musqué méditerranéen, gros grains ovales, arôme muscat intense, chair juteuse",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
96,1057,Muscat de Hambourg,"{""Black Muscat""}","Raisin noir très parfumé, gros grains, saveur muscatée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
896,1057,Muscat de Hambourg Blanc,,"Raisin blanc musqué, gros grains, chair juteuse très parfumée, saveur intense",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
911,1057,Muscat Ottonel,,"Raisin blanc musqué, grains moyens ronds, arôme muscat délicat, maturation précoce",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
921,1057,Napoléon,{Frankenthal},"Raisin noir ancien allemand, gros grains, chair juteuse sucrée, culture sous serre",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
933,1057,Nero,,"Raisin noir italien sans pépin, gros grains ovales, chair ferme croquante, saveur douce",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
890,1057,Ora,"{""Ora Seedless""}","Raisin blanc sans pépin, grains moyens, chair croquante très sucrée, maturation précoce",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
910,1057,Palatina,,"Raisin blanc allemand résistant, gros grains, saveur douce aromatique, bonne rusticité",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
892,1057,Perle de Csaba,"{""Csaba Gyöngye""}","Raisin blanc très précoce hongrois, grains moyens, arôme musqué prononcé, chair juteuse",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
897,1057,Perlette,,"Raisin blanc très précoce sans pépin, petits grains ronds, chair croquante sucrée",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
908,1057,Perlina,,"Raisin blanc italien, grains ronds moyens, chair croquante sucrée, bonne conservation",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
914,1057,Prima,,"Raisin noir très précoce sans pépin, grains moyens, chair juteuse sucrée, résistant maladies",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
98,1057,Red Globe,,"Très gros grains rouges, chair croquante, excellente conservation",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
923,1057,Regent,,"Raisin noir allemand résistant, grains moyens, saveur équilibrée, excellent vin et table",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
929,1057,Reliance,,"Raisin rouge américain sans pépin, grains moyens, saveur douce, très rustique",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
915,1057,Ribol,,"Raisin noir espagnol, gros grains fermes, chair croquante sucrée, bonne conservation",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
218,1053,Princess,,"Chair ferme jaune pâle, précoce, saveur douce",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
930,1057,Somerset Seedless,,"Raisin rouge sans pépin précoce, grains ronds, chair tendre sucrée, résistant froid",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
906,1057,Sovereign Coronation,{Coronation},"Raisin blanc anglais, très gros grains ovales, chair ferme musquée, culture sous serre",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
901,1057,Sultanine,"{""Sultana Blanche""}","Raisin blanc sans pépin, petits grains ovales, très sucré, idéal raisins secs",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
898,1057,Thompson Seedless,{Sultana},"Raisin blanc sans pépin, grains ovales moyens, chair ferme sucrée, excellent pour raisins secs",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
927,1057,Vanessa,,"Raisin rouge canadien sans pépin, grains ronds, chair ferme sucrée, résistant au froid",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
926,1057,Venus,,"Raisin noir sans pépin américain, grains moyens, saveur légèrement foxée, rustique",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
900,1057,Victoria,,"Raisin blanc roumain, très gros grains ovales, chair ferme croquante, saveur douce",2025-10-03 18:30:35.608446+00,2025-10-07 14:22:20.970764+00,,
965,1058,Argenté,"{""Silver Queen""}","Thym panaché argenté, feuilles bordure blanche, décoratif et aromatique",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
963,1058,Carvi,"{""Thym Carvi""}","Thym arôme carvi épicé, feuilles fines, saveur anisée, cuisine méditerranéenne",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
960,1058,Citron,"{""Thym Citron""}","Thym arôme citronné intense, feuilles vert clair bordure jaune, saveur fraîche",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
959,1058,Commun,"{""Thym Commun""}","Thym classique provençal, arôme puissant, feuilles petites vert gris, très rustique",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
966,1058,Doré,"{""Golden Lemon""}","Thym panaché jaune doré, arôme citronné, feuillage décoratif, bordures massifs",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
967,1058,Elfin,,"Thym nain tapissant, très compacte, floraison rose, idéal rocaille couvre-sol",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
964,1058,Lavande,,"Thym arôme lavande floral, feuilles grises, saveur délicate parfumée",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
961,1058,Orange,,"Thym arôme orange agrume, feuilles vert foncé, saveur fruitée, excellent poisson",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
962,1058,Serpolet,"{""Thym Serpolet""}","Thym sauvage tapissant, arôme doux, floraison rose pourpre, couvre-sol",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
968,1058,Woolly,{Lanuginosus},"Thym laineux duveteux gris, port tapissant, floraison rose, décoratif peu aromatique",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
57,1059,Ananas,{Pineapple},"Grosse tomate bicolore jaune-rouge, saveur douce et fruitée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
164,1059,Aunt Ruby's German Green,"{""Tante Ruby""}","Grosse tomate verte à maturité, chair vert-rose, très sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
199,1059,Berner Rose,,"Tomate rose suisse, chair fondante, saveur douce",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
190,1059,Better Boy,,"Grosse tomate rouge américaine, résistante, très productive",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
187,1059,Big Beef,,"Très grosse tomate rouge américaine, chair ferme, saveur classique",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
168,1059,Black Cherry,"{""Cerise Noire""}","Tomate cerise pourpre-noir, très sucrée, saveur complexe",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
175,1059,Black Krim,"{""Noire de Crimée""}","Tomate russe brun-pourpre, chair dense, saveur salée et complexe",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
154,1059,Black Prince,"{""Prince Noir""}","Tomate russe rouge-brun foncé, chair dense, saveur complexe et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
165,1059,Black Russian,"{""Russe Noire""}","Tomate pourpre foncé, chair rouge dense, saveur riche",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
152,1059,Brandywine,"{""Brandywine Pink""}","Tomate américaine rose, très grosse, chair fondante et sucrée, saveur exceptionnelle",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
188,1059,Celebrity,,"Tomate rouge polyvalente, résistante, production abondante",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
153,1059,Cherokee Purple,,"Tomate pourpre-brun, chair dense et juteuse, saveur riche et fumée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
158,1059,Chocolate Stripes,,"Tomate rayée brun-vert, grosse, chair dense et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
53,1059,Cœur de Bœuf,"{""Coeur de Boeuf"",""Cuor di Bue""}","Grosse tomate charnue à faible teneur en graines, excellente en salade",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
181,1059,Corazon,,"Tomate cœur de bœuf hybride, grosse, chair ferme et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
59,1059,Cornue des Andes,"{""Andean Cornue""}","Forme allongée caractéristique, peu de graines, chair dense",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
195,1059,Crimson Crush,,"Tomate rouge résistante au mildiou, chair juteuse et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
201,1059,Defiant,,"Tomate rouge résistante aux maladies, grosse, très productive",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
189,1059,Early Girl,,"Tomate précoce rouge, production rapide, saveur équilibrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
198,1059,Estiva,,"Tomate ronde rouge, chair ferme, bonne conservation",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
157,1059,Evergreen,,"Tomate verte à maturité, chair émeraude, saveur douce et fruitée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
178,1059,Fandango,,"Tomate rouge résistante aux maladies, chair ferme, bonne conservation",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
196,1059,Fantasio,,"Tomate ronde rouge, résistante, productive, saveur équilibrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
197,1059,Ferline,,"Tomate rouge résistante au mildiou, chair ferme et juteuse",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
173,1059,Green Giant,,"Très grosse tomate verte à maturité, chair sucrée et juteuse",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
54,1059,Green Zebra,"{""Zèbre Verte""}","Tomate verte rayée à maturité, saveur acidulée et fruitée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
174,1059,Hillbilly,,"Grosse tomate bicolore orange-rouge marbrée, chair fondante et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
183,1059,Honey Moon,,"Tomate cocktail orange, très sucrée, excellente à l'apéritif",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
170,1059,Jaune Flamme,,"Tomate orange française, chair dense, saveur fruitée et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
186,1059,Maestria,,"Grosse tomate rouge, résistante aux maladies, productive",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
194,1059,Maestro,,"Tomate ronde rouge, calibre régulier, bonne tenue",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
193,1059,Marmande,"{""Super Marmande""}","Tomate française côtelée, grosse, chair ferme et savoureuse",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
192,1059,Matina,,"Tomate précoce allemande, rouge, résistante au froid",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
167,1059,Mortgage Lifter,,"Énorme tomate rose américaine, chair dense et sucrée, faible acidité",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
200,1059,Mountain Merit,,"Tomate rouge résistante au mildiou, productive, chair ferme",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
55,1059,Noire de Crimée,"{""Black Krim"",""Crimean Black""}","Tomate ancienne russe, chair rouge-brun, saveur complexe et sucrée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
156,1059,Orange Sungold,{Sungold},"Tomate cerise orange, très sucrée et fruitée, production abondante",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
179,1059,Paola,,"Tomate cerise allongée rouge, très productive, résistante",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
163,1059,Paul Robeson,,"Tomate russe brun-rouge, chair dense, saveur fumée et complexe",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
176,1059,Persimmon,,"Grosse tomate orange comme un kaki, chair douce et sucrée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
184,1059,Piccolo,,"Tomate cerise rouge, très sucrée, grappes abondantes",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
171,1059,Pruden's Purple,,"Grosse tomate rose-pourpre, chair fondante, faible acidité",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
180,1059,Pyros,,"Tomate cocktail rouge brillant, sucrée, résistante au mildiou",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
159,1059,Red Zebra,,"Tomate rayée rouge-orange, chair ferme, saveur acidulée et fruitée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
52,1059,Roma,"{""Tomate Roma"",""Roma VF""}","Variété italienne à chair ferme, idéale pour les sauces et conserves",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
